Unnamed: 0,GeoName,GeoFIPS,Quantity index,Thousands of chained 2012 dollars,Thousands of dollars,County,State,State and County
1239,"Henderson, TN"," ""47077""",83.588,682895,861941,Henderson,TN,TN Henderson
1254,"Henry, TN"," ""47079""",113.376,1150267,1408240,Henry,TN,TN Henry
1260,"Hickman, TN"," ""47081""",119.868,449498,572795,Hickman,TN,TN Hickman
1298,"Houston, TN"," ""47083""",103.753,133044,169910,Houston,TN,TN Houston
1318,"Humphreys, TN"," ""47085""",86.772,652356,824761,Humphreys,TN,TN Humphreys
1380,"Jackson, TN"," ""47087""",112.281,204449,241454,Jackson,TN,TN Jackson
1419,"Jefferson, TN"," ""47089""",133.521,1609494,2001402,Jefferson,TN,TN Jefferson
1443,"Johnson, TN"," ""47091""",110.487,383453,490262,Johnson,TN,TN Johnson
1528,"Knox, TN"," ""47093""",123.465,26715767,32116447,Knox,TN,TN Knox
1569,"Lake, TN"," ""47095""",94.334,129616,165055,Lake,TN,TN Lake
1596,"Lauderdale, TN"," ""47097""",112.921,647920,836814,Lauderdale,TN,TN Lauderdale
1611,"Lawrence, TN"," ""47099""",107.448,1009309,1224658,Lawrence,TN,TN Lawrence
1646,"Lewis, TN"," ""47101""",132.476,284072,355406,Lewis,TN,TN Lewis
1676,"Lincoln, TN"," ""47103""",122.605,1030023,1269030,Lincoln,TN,TN Lincoln
1711,"Loudon, TN"," ""47105""",141.644,2003727,2482225,Loudon,TN,TN Loudon
1744,"Macon, TN"," ""47111""",104.59,499446,608970,Macon,TN,TN Macon
1764,"Madison, TN"," ""47113""",115.138,5785232,6998522,Madison,TN,TN Madison
1796,"Marion, TN"," ""47115""",106.841,731395,919470,Marion,TN,TN Marion
1813,"Marshall, TN"," ""47117""",168.913,1246491,1394212,Marshall,TN,TN Marshall
1832,"Maury, TN"," ""47119""",155.968,4159877,4866176,Maury,TN,TN Maury
1861,"McMinn, TN"," ""47107""",115.185,2015158,2361915,McMinn,TN,TN McMinn
1863,"McNairy, TN"," ""47109""",95.599,518086,622630,McNairy,TN,TN McNairy
1878,"Meigs, TN"," ""47121""",131.255,245341,296179,Meigs,TN,TN Meigs
1961,"Monroe, TN"," ""47123""",119.541,1407174,1695210,Monroe,TN,TN Monroe
1984,"Montgomery, TN"," ""47125""",119.04,5474967,6748630,Montgomery,TN,TN Montgomery
1991,"Moore, TN"," ""47127""",323.813,557176,642019,Moore,TN,TN Moore
2003,"Morgan, TN"," ""47129""",101.457,305362,378482,Morgan,TN,TN Morgan
2099,"Obion, TN"," ""47131""",125.79,1196155,1460883,Obion,TN,TN Obion
2167,"Overton, TN"," ""47133""",116.337,514096,635657,Overton,TN,TN Overton
2227,"Perry, TN"," ""47135""",103.172,155460,195320,Perry,TN,TN Perry
2245,"Pickett, TN"," ""47137""",138.378,136179,168751,Pickett,TN,TN Pickett
2295,"Polk, TN"," ""47139""",100.242,283066,342944,Polk,TN,TN Polk
2353,"Putnam, TN"," ""47141""",119.555,3400047,4161053,Putnam,TN,TN Putnam
2398,"Rhea, TN"," ""47143""",116.077,1435059,1798730,Rhea,TN,TN Rhea
2423,"Roane, TN"," ""47145""",116.197,2455931,2935824,Roane,TN,TN Roane
2429,"Robertson, TN"," ""47147""",121.74,2410537,2883446,Robertson,TN,TN Robertson
2468,"Rutherford, TN"," ""47149""",156.498,17034477,20049270,Rutherford,TN,TN Rutherford
2544,"Scott, TN"," ""47151""",127.685,550121,578153,Scott,TN,TN Scott
2558,"Sequatchie, TN"," ""47153""",124.691,285844,347843,Sequatchie,TN,TN Sequatchie
2561,"Sevier, TN"," ""47155""",130.746,4171457,5274873,Sevier,TN,TN Sevier
2580,"Shelby, TN"," ""47157""",106.395,58568444,72396291,Shelby,TN,TN Shelby
2613,"Smith, TN"," ""47159""",121.658,692392,800063,Smith,TN,TN Smith
2689,"Stewart, TN"," ""47161""",77.932,683453,863361,Stewart,TN,TN Stewart
2709,"Sullivan, TN"," ""47163""",97.802,7188703,8976056,Sullivan,TN,TN Sullivan
2716,"Sumner, TN"," ""47165""",133.296,6669071,8132559,Sumner,TN,TN Sumner
2787,"Tipton, TN"," ""47167""",118.342,1179701,1469140,Tipton,TN,TN Tipton
2816,"Trousdale, TN"," ""47169""",122.836,175791,220340,Trousdale,TN,TN Trousdale
2837,"Unicoi, TN"," ""47171""",92.248,518809,652475,Unicoi,TN,TN Unicoi
2855,"Union, TN"," ""47173""",94.009,301799,399452,Union,TN,TN Union
2871,"Van Buren, TN"," ""47175""",99.915,94900,117867,Van Buren,TN,TN Van Buren
2928,"Warren, TN"," ""47177""",108.678,1313986,1553904,Warren,TN,TN Warren
2962,"Washington, TN"," ""47179""",119.109,6021999,7352530,Washington,TN,TN Washington
2988,"Wayne, TN"," ""47181""",106.115,305805,391831,Wayne,TN,TN Wayne
2991,"Weakley, TN"," ""47183""",120.642,1173302,1490631,Weakley,TN,TN Weakley
3026,"White, TN"," ""47185""",104.052,689510,850106,White,TN,TN White
3050,"Williamson, TN"," ""47187""",149.042,23986184,28412623,Williamson,TN,TN Williamson
3054,"Wilson, TN"," ""47189""",152.742,5614548,6895397,Wilson,TN,TN Wilson
62,"Anderson, TX"," ""48001""",111.56,1988409,2338744,Anderson,TX,TX Anderson
64,"Andrews, TX"," ""48003""",100.614,4943746,4037848,Andrews,TX,TX Andrews
66,"Angelina, TX"," ""48005""",89.181,2908393,3591845,Angelina,TX,TX Angelina
76,"Aransas, TX"," ""48007""",108.632,701313,813931,Aransas,TX,TX Aransas
78,"Archer, TX"," ""48009""",86.371,329973,329561,Archer,TX,TX Archer
84,"Armstrong, TX"," ""48011""",109.093,44698,51001,Armstrong,TX,TX Armstrong
95,"Atascosa, TX"," ""48013""",154.989,3713764,3118965,Atascosa,TX,TX Atascosa
108,"Austin, TX"," ""48015""",131.316,1534303,1817418,Austin,TX,TX Austin
114,"Bailey, TX"," ""48017""",119.261,416086,469604,Bailey,TX,TX Bailey
123,"Bandera, TX"," ""48019""",121.238,398838,483029,Bandera,TX,TX Bandera
143,"Bastrop, TX"," ""48021""",133.463,2311239,2884674,Bastrop,TX,TX Bastrop
151,"Baylor, TX"," ""48023""",136.99,169015,189150,Baylor,TX,TX Baylor
166,"Bee, TX"," ""48025""",80.925,736410,803089,Bee,TX,TX Bee
169,"Bell, TX"," ""48027""",107.435,15997631,19447993,Bell,TX,TX Bell
198,"Bexar, TX"," ""48029""",126.22,99059995,118450810,Bexar,TX,TX Bexar
215,"Blanco, TX"," ""48031""",151.601,418063,514806,Blanco,TX,TX Blanco
237,"Borden, TX"," ""48033""",147.616,710857,523078,Borden,TX,TX Borden
238,"Bosque, TX"," ""48035""",110.597,553558,694301,Bosque,TX,TX Bosque
246,"Bowie, TX"," ""48037""",93.81,3264393,4058241,Bowie,TX,TX Bowie
261,"Brazoria, TX"," ""48039""",110.789,15108441,18284025,Brazoria,TX,TX Brazoria
262,"Brazos, TX"," ""48041""",133.239,10284429,12002546,Brazos,TX,TX Brazos
267,"Brewster, TX"," ""48043""",117.529,393341,468782,Brewster,TX,TX Brewster
268,"Briscoe, TX"," ""48045""",295.275,108559,130051,Briscoe,TX,TX Briscoe
277,"Brooks, TX"," ""48047""",88.423,336275,307427,Brooks,TX,TX Brooks
288,"Brown, TX"," ""48049""",113.316,1314620,1611241,Brown,TX,TX Brown
313,"Burleson, TX"," ""48051""",192.106,1355101,1302834,Burleson,TX,TX Burleson
315,"Burnet, TX"," ""48053""",134.383,1649487,2061505,Burnet,TX,TX Burnet
341,"Caldwell, TX"," ""48055""",105.087,984295,1114943,Caldwell,TX,TX Caldwell
352,"Calhoun, TX"," ""48057""",159.776,3091920,3575918,Calhoun,TX,TX Calhoun
354,"Callahan, TX"," ""48059""",115.746,296324,357266,Callahan,TX,TX Callahan
367,"Cameron, TX"," ""48061""",115.162,10741407,13225538,Cameron,TX,TX Cameron
368,"Camp, TX"," ""48063""",101.461,356367,419673,Camp,TX,TX Camp
402,"Carson, TX"," ""48065""",142.509,1044263,1161887,Carson,TX,TX Carson
420,"Cass, TX"," ""48067""",126.023,881965,1021562,Cass,TX,TX Cass
422,"Castro, TX"," ""48069""",131.103,735542,743580,Castro,TX,TX Castro
439,"Chambers, TX"," ""48071""",114.378,2343913,2712178,Chambers,TX,TX Chambers
472,"Cherokee, TX"," ""48073""",98.591,1379747,1602458,Cherokee,TX,TX Cherokee
486,"Childress, TX"," ""48075""",142.461,223075,276647,Childress,TX,TX Childress
561,"Clay, TX"," ""48077""",109.581,246522,260824,Clay,TX,TX Clay
590,"Cochran, TX"," ""48079""",80.653,418696,301946,Cochran,TX,TX Cochran
598,"Coke, TX"," ""48081""",134.682,234644,198593,Coke,TX,TX Coke
601,"Coleman, TX"," ""48083""",97.757,229181,257815,Coleman,TX,TX Coleman
607,"Collin, TX"," ""48085""",166.75,71341415,81760030,Collin,TX,TX Collin
608,"Collingsworth, TX"," ""48087""",106.663,77230,91722,Collingsworth,TX,TX Collingsworth
609,"Colorado, TX"," ""48089""",113.107,868491,989279,Colorado,TX,TX Colorado
622,"Comal, TX"," ""48091""",161.571,6566927,8070901,Comal,TX,TX Comal
625,"Comanche, TX"," ""48093""",139.986,418044,502059,Comanche,TX,TX Comanche
626,"Concho, TX"," ""48095""",114.575,139977,147104,Concho,TX,TX Concho
636,"Cooke, TX"," ""48097""",79.135,2144659,2358390,Cooke,TX,TX Cooke
645,"Coryell, TX"," ""48099""",121.861,1537896,1913648,Coryell,TX,TX Coryell
648,"Cottle, TX"," ""48101""",135.343,86435,81113,Cottle,TX,TX Cottle
659,"Crane, TX"," ""48103""",67.833,1044081,774307,Crane,TX,TX Crane
678,"Crockett, TX"," ""48105""",103.272,1187371,841281,Crockett,TX,TX Crockett
681,"Crosby, TX"," ""48107""",146.14,329731,295678,Crosby,TX,TX Crosby
685,"Culberson, TX"," ""48109""",1185.01,2577980,2110390,Culberson,TX,TX Culberson
713,"Dallam, TX"," ""48111""",120.699,729600,792641,Dallam,TX,TX Dallam
718,"Dallas, TX"," ""48113""",132.746,257870247,300392599,Dallas,TX,TX Dallas
738,"Dawson, TX"," ""48115""",96.274,799174,762538,Dawson,TX,TX Dawson
751,"DeWitt, TX"," ""48123""",158.37,5342460,3877949,DeWitt,TX,TX DeWitt
752,"Deaf Smith, TX"," ""48117""",137.244,1488413,1602409,Deaf Smith,TX,TX Deaf Smith
770,"Delta, TX"," ""48119""",120.73,100636,116936,Delta,TX,TX Delta
773,"Denton, TX"," ""48121""",177.391,37848696,44566930,Denton,TX,TX Denton
782,"Dickens, TX"," ""48125""",78.379,130778,121181,Dickens,TX,TX Dickens
791,"Dimmit, TX"," ""48127""",159.131,3810381,2832999,Dimmit,TX,TX Dimmit
805,"Donley, TX"," ""48129""",156.376,147287,165602,Donley,TX,TX Donley
838,"Duval, TX"," ""48131""",76.266,385716,371231,Duval,TX,TX Duval
848,"Ector, TX"," ""48135""",85.668,11097612,11399343,Ector,TX,TX Ector
858,"Edwards, TX"," ""48137""",99.775,92427,82851,Edwards,TX,TX Edwards
863,"El Paso, TX"," ""48141""",112.663,30648707,37314154,El Paso,TX,TX El Paso
864,"Eland, TX"," ""48133""",91.824,797748,946002,Eastland,TX,TX Eastland
874,"Ellis, TX"," ""48139""",125.061,6108972,7539483,Ellis,TX,TX Ellis
883,"Erath, TX"," ""48143""",120.647,1457131,1780375,Erath,TX,TX Erath
907,"Falls, TX"," ""48145""",113.915,393114,464192,Falls,TX,TX Falls
909,"Fannin, TX"," ""48147""",142.025,859117,1100523,Fannin,TX,TX Fannin
924,"Fayette, TX"," ""48149""",112.139,1751625,1941219,Fayette,TX,TX Fayette
932,"Fisher, TX"," ""48151""",158.122,348454,356972,Fisher,TX,TX Fisher
942,"Floyd, TX"," ""48153""",180.688,332592,420055,Floyd,TX,TX Floyd
945,"Foard, TX"," ""48155""",246.839,103704,110829,Foard,TX,TX Foard
954,"Fort Bend, TX"," ""48157""",144.898,29083534,33897760,Fort Bend,TX,TX Fort Bend
978,"Franklin, TX"," ""48159""",129.442,433868,444925,Franklin,TX,TX Franklin
985,"Freestone, TX"," ""48161""",59.844,1185904,1164310,Freestone,TX,TX Freestone
991,"Frio, TX"," ""48163""",112.822,1269251,1250098,Frio,TX,TX Frio
1004,"Gaines, TX"," ""48165""",77.036,2845067,2285466,Gaines,TX,TX Gaines
1009,"Galveston, TX"," ""48167""",113.793,15935826,18351766,Galveston,TX,TX Galveston
1021,"Garza, TX"," ""48169""",59.591,308906,269151,Garza,TX,TX Garza
1040,"Gillespie, TX"," ""48171""",135.936,1102847,1378052,Gillespie,TX,TX Gillespie
1049,"Glasscock, TX"," ""48173""",223.945,4711124,3460454,Glasscock,TX,TX Glasscock
1057,"Goliad, TX"," ""48175""",67.963,331925,380735,Goliad,TX,TX Goliad
1058,"Gonzales, TX"," ""48177""",125.484,4564778,3443285,Gonzales,TX,TX Gonzales
1098,"Gray, TX"," ""48179""",78.866,983422,1097837,Gray,TX,TX Gray
1101,"Grayson, TX"," ""48181""",118.975,4988343,5852474,Grayson,TX,TX Grayson
1131,"Gregg, TX"," ""48183""",82.497,6943296,8026139,Gregg,TX,TX Gregg
1135,"Grimes, TX"," ""48185""",70.756,985254,1134025,Grimes,TX,TX Grimes
1141,"Guadalupe, TX"," ""48187""",197.167,8255818,9234876,Guadalupe,TX,TX Guadalupe
1152,"Hale, TX"," ""48189""",95.808,1319159,1519168,Hale,TX,TX Hale
1157,"Hall, TX"," ""48191""",133.649,107253,131137,Hall,TX,TX Hall
1168,"Hamilton, TX"," ""48193""",115.057,261011,323380,Hamilton,TX,TX Hamilton
1186,"Hansford, TX"," ""48195""",78.688,579479,548813,Hansford,TX,TX Hansford
1191,"Hardeman, TX"," ""48197""",111.578,234310,228139,Hardeman,TX,TX Hardeman
1197,"Hardin, TX"," ""48199""",89.455,1302074,1473568,Hardin,TX,TX Hardin
1210,"Harris, TX"," ""48201""",109.205,364521545,420744039,Harris,TX,TX Harris
1217,"Harrison, TX"," ""48203""",102.777,4335275,5195409,Harrison,TX,TX Harrison
1222,"Hartley, TX"," ""48205""",127.348,832398,815561,Hartley,TX,TX Hartley
1226,"Haskell, TX"," ""48207""",164.924,340428,357909,Haskell,TX,TX Haskell
1230,"Hays, TX"," ""48209""",169.872,8032681,10025735,Hays,TX,TX Hays
1234,"Hemphill, TX"," ""48211""",61.545,707542,578617,Hemphill,TX,TX Hemphill
1240,"Henderson, TX"," ""48213""",117.367,1815245,2175498,Henderson,TX,TX Henderson
1263,"Hidalgo, TX"," ""48215""",117.928,20877561,25508724,Hidalgo,TX,TX Hidalgo
1268,"Hill, TX"," ""48217""",128.375,1020078,1212741,Hill,TX,TX Hill
1276,"Hockley, TX"," ""48219""",71.73,2006348,1717515,Hockley,TX,TX Hockley
1286,"Hood, TX"," ""48221""",118.318,2237651,2584467,Hood,TX,TX Hood
1290,"Hopkins, TX"," ""48223""",129.278,1554291,1825997,Hopkins,TX,TX Hopkins
1299,"Houston, TX"," ""48225""",132.529,1010355,1085051,Houston,TX,TX Houston
1306,"Howard, TX"," ""48227""",326.672,8729519,9156941,Howard,TX,TX Howard
1310,"Hudspeth, TX"," ""48229""",143.742,176054,193432,Hudspeth,TX,TX Hudspeth
1319,"Hunt, TX"," ""48231""",162.493,4527612,5410798,Hunt,TX,TX Hunt
1326,"Hutchinson, TX"," ""48233""",364.625,5040417,4839787,Hutchinson,TX,TX Hutchinson
1344,"Irion, TX"," ""48235""",161.363,1546821,1152829,Irion,TX,TX Irion
1359,"Jack, TX"," ""48237""",85.229,543447,489994,Jack,TX,TX Jack
1381,"Jackson, TX"," ""48239""",110.13,635115,697643,Jackson,TX,TX Jackson
1392,"Jasper, TX"," ""48241""",95.364,962196,1115835,Jasper,TX,TX Jasper
1395,"Jeff Davis, TX"," ""48243""",120.553,84951,99483,Jeff Davis,TX,TX Jeff Davis
1420,"Jefferson, TX"," ""48245""",69.676,16642537,18984347,Jefferson,TX,TX Jefferson
1431,"Jim Hogg, TX"," ""48247""",99.453,196335,207078,Jim Hogg,TX,TX Jim Hogg
1432,"Jim Wells, TX"," ""48249""",52.553,1318596,1436311,Jim Wells,TX,TX Jim Wells
1444,"Johnson, TX"," ""48251""",113.918,7097713,7652401,Johnson,TX,TX Johnson
1453,"Jones, TX"," ""48253""",91.294,453833,540508,Jones,TX,TX Jones
1468,"Karnes, TX"," ""48255""",183.52,10226706,7529186,Karnes,TX,TX Karnes
1470,"Kaufman, TX"," ""48257""",136.243,3839827,4819688,Kaufman,TX,TX Kaufman
1478,"Kendall, TX"," ""48259""",150.885,2042055,2524305,Kendall,TX,TX Kendall
1479,"Kenedy, TX"," ""48261""",109.684,327718,336339,Kenedy,TX,TX Kenedy
1486,"Kent, TX"," ""48263""",51.933,275136,199958,Kent,TX,TX Kent
1490,"Kerr, TX"," ""48265""",127.071,2047217,2510660,Kerr,TX,TX Kerr
1498,"Kimble, TX"," ""48267""",103.923,147483,168737,Kimble,TX,TX Kimble
1502,"King, TX"," ""48269""",73.246,133042,104783,King,TX,TX King
1509,"Kinney, TX"," ""48271""",127.801,99624,122705,Kinney,TX,TX Kinney
1518,"Kleberg, TX"," ""48273""",89.651,1092893,1240176,Kleberg,TX,TX Kleberg
1529,"Knox, TX"," ""48275""",134.525,208343,221550,Knox,TX,TX Knox
1539,"La Salle, TX"," ""48283""",159.947,5617101,4093310,La Salle,TX,TX La Salle
1573,"Lamar, TX"," ""48277""",115.43,2366855,2802184,Lamar,TX,TX Lamar
1574,"Lamb, TX"," ""48279""",78.756,669596,805985,Lamb,TX,TX Lamb
1576,"Lampasas, TX"," ""48281""",109.598,486785,606000,Lampasas,TX,TX Lampasas
1600,"Lavaca, TX"," ""48285""",157.901,1533509,1329410,Lavaca,TX,TX Lavaca
1628,"Lee, TX"," ""48287""",92.455,872852,951752,Lee,TX,TX Lee
1637,"Leon, TX"," ""48289""",80.424,942062,874976,Leon,TX,TX Leon
1653,"Liberty, TX"," ""48291""",110.654,2172292,2529539,Liberty,TX,TX Liberty
1656,"Limestone, TX"," ""48293""",86.329,1392704,1555546,Limestone,TX,TX Limestone
1685,"Lipscomb, TX"," ""48295""",91.528,777467,564924,Lipscomb,TX,TX Lipscomb
1688,"Live Oak, TX"," ""48297""",111.002,1877096,1442462,Live Oak,TX,TX Live Oak
1695,"Llano, TX"," ""48299""",144.965,729917,918753,Llano,TX,TX Llano
1717,"Loving, TX"," ""48301""",1080.924,8094120,5851510,Loving,TX,TX Loving
1721,"Lubbock, TX"," ""48303""",115.859,12845631,15714220,Lubbock,TX,TX Lubbock
1731,"Lynn, TX"," ""48305""",181.485,370153,392103,Lynn,TX,TX Lynn
1765,"Madison, TX"," ""48313""",109.428,775974,594641,Madison,TX,TX Madison
1797,"Marion, TX"," ""48315""",94.919,229347,286778,Marion,TX,TX Marion
1820,"Martin, TX"," ""48317""",476.433,14429263,11139511,Martin,TX,TX Martin
1824,"Mason, TX"," ""48319""",111.668,126202,146617,Mason,TX,TX Mason
1828,"Matagorda, TX"," ""48321""",105.03,2076077,2566425,Matagorda,TX,TX Matagorda
1833,"Maverick, TX"," ""48323""",110.921,1531716,1818640,Maverick,TX,TX Maverick
1841,"McCulloch, TX"," ""48307""",90.572,312707,372774,McCulloch,TX,TX McCulloch
1859,"McLennan, TX"," ""48309""",127.336,12033420,14660950,McLennan,TX,TX McLennan
1862,"McMullen, TX"," ""48311""",124.013,2381502,1703046,McMullen,TX,TX McMullen
1875,"Medina, TX"," ""48325""",131.829,1057438,1289910,Medina,TX,TX Medina
1881,"Menard, TX"," ""48327""",80.125,52737,54358,Menard,TX,TX Menard
1910,"Midland, TX"," ""48329""",184.443,28124795,30896404,Midland,TX,TX Midland
1912,"Milam, TX"," ""48331""",57.572,607642,718641,Milam,TX,TX Milam
1919,"Mills, TX"," ""48333""",148.311,191994,235232,Mills,TX,TX Mills
1937,"Mitchell, TX"," ""48335""",59.035,421300,365673,Mitchell,TX,TX Mitchell
1964,"Montague, TX"," ""48337""",83.288,872436,767757,Montague,TX,TX Montague
1985,"Montgomery, TX"," ""48339""",157.612,29279920,35416556,Montgomery,TX,TX Montgomery
1992,"Moore, TX"," ""48341""",167.861,2848619,2926815,Moore,TX,TX Moore
2009,"Morris, TX"," ""48343""",64.802,586942,618148,Morris,TX,TX Morris
2015,"Motley, TX"," ""48345""",92.278,29917,34519,Motley,TX,TX Motley
2030,"Nacogdoches, TX"," ""48347""",104.307,2729072,3144570,Nacogdoches,TX,TX Nacogdoches
2040,"Navarro, TX"," ""48349""",101.435,1505984,1820870,Navarro,TX,TX Navarro
2067,"Newton, TX"," ""48351""",85.218,461476,549663,Newton,TX,TX Newton
2079,"Nolan, TX"," ""48353""",101.338,1007421,1133422,Nolan,TX,TX Nolan
2095,"Nueces, TX"," ""48355""",98.827,18521152,21782390,Nueces,TX,TX Nueces
2102,"Ochiltree, TX"," ""48357""",71.158,1151757,985413,Ochiltree,TX,TX Ochiltree
2121,"Oldham, TX"," ""48359""",141.383,381682,375611,Oldham,TX,TX Oldham
2136,"Orange, TX"," ""48361""",98.474,3192213,3949847,Orange,TX,TX Orange
2180,"Palo Pinto, TX"," ""48363""",99.96,982128,1091080,Palo Pinto,TX,TX Palo Pinto
2183,"Panola, TX"," ""48365""",176.711,3977905,3887838,Panola,TX,TX Panola
2188,"Parker, TX"," ""48367""",139.303,4870705,5498500,Parker,TX,TX Parker
2189,"Parmer, TX"," ""48369""",126.123,1124183,1172826,Parmer,TX,TX Parmer
2203,"Pecos, TX"," ""48371""",156.534,3619704,3285913,Pecos,TX,TX Pecos
2296,"Polk, TX"," ""48373""",113.075,1283219,1497542,Polk,TX,TX Polk
2313,"Potter, TX"," ""48375""",114.484,8377702,10077695,Potter,TX,TX Potter
2325,"Presidio, TX"," ""48377""",121.253,257428,299191,Presidio,TX,TX Presidio
2362,"Rains, TX"," ""48379""",126.507,207558,258266,Rains,TX,TX Rains
2367,"Randall, TX"," ""48381""",124.052,3869832,4647125,Randall,TX,TX Randall
2383,"Reagan, TX"," ""48383""",334.855,5700871,4388347,Reagan,TX,TX Reagan
2384,"Real, TX"," ""48385""",144.493,87091,107577,Real,TX,TX Real
2387,"Red River, TX"," ""48387""",138.629,320123,359909,Red River,TX,TX Red River
2390,"Reeves, TX"," ""48389""",942.206,12789394,10529617,Reeves,TX,TX Reeves
2391,"Refugio, TX"," ""48391""",59.655,424597,376853,Refugio,TX,TX Refugio
2427,"Roberts, TX"," ""48393""",56.505,696968,489614,Roberts,TX,TX Roberts
2430,"Robertson, TX"," ""48395""",138.161,2990283,2591327,Robertson,TX,TX Robertson
2443,"Rockwall, TX"," ""48397""",181.036,3946843,4837322,Rockwall,TX,TX Rockwall
2458,"Runnels, TX"," ""48399""",98.791,327978,373715,Runnels,TX,TX Runnels
2461,"Rusk, TX"," ""48401""",94.468,2787320,2950142,Rusk,TX,TX Rusk
2471,"Sabine, TX"," ""48403""",78.492,233075,306043,Sabine,TX,TX Sabine
2486,"San Augustine, TX"," ""48405""",172.409,1122623,1019100,San Augustine,TX,TX San Augustine
2491,"San Jacinto, TX"," ""48407""",115.044,384773,452690,San Jacinto,TX,TX San Jacinto
2501,"San Patricio, TX"," ""48409""",101.938,2563857,3155081,San Patricio,TX,TX San Patricio
2502,"San Saba, TX"," ""48411""",112.72,156523,190011,San Saba,TX,TX San Saba
2524,"Schleicher, TX"," ""48413""",84.314,181707,168188,Schleicher,TX,TX Schleicher
2548,"Scurry, TX"," ""48415""",74.887,2180743,1943943,Scurry,TX,TX Scurry
2565,"Shackelford, TX"," ""48417""",73.421,260840,255397,Shackelford,TX,TX Shackelford
2581,"Shelby, TX"," ""48419""",134.72,1636511,1588491,Shelby,TX,TX Shelby
2592,"Sherman, TX"," ""48421""",142.581,558284,539783,Sherman,TX,TX Sherman
2614,"Smith, TX"," ""48423""",113.675,11130658,13002122,Smith,TX,TX Smith
2624,"Somervell, TX"," ""48425""",88.981,1157448,1487324,Somervell,TX,TX Somervell
2673,"Starr, TX"," ""48427""",113.089,1448367,1542972,Starr,TX,TX Starr
2680,"Stephens, TX"," ""48429""",85.145,514512,477215,Stephens,TX,TX Stephens
2682,"Sterling, TX"," ""48431""",78.537,287865,273714,Sterling,TX,TX Sterling
2696,"Stonewall, TX"," ""48433""",71.312,178740,124775,Stonewall,TX,TX Stonewall
2729,"Sutton, TX"," ""48435""",48.298,275893,278881,Sutton,TX,TX Sutton
2735,"Swisher, TX"," ""48437""",154.996,545377,556719,Swisher,TX,TX Swisher
2747,"Tarrant, TX"," ""48439""",121.072,112682577,132317367,Tarrant,TX,TX Tarrant
2754,"Taylor, TX"," ""48441""",119.912,6558332,7951019,Taylor,TX,TX Taylor
2765,"Terrell, TX"," ""48443""",87.543,171409,124405,Terrell,TX,TX Terrell
2766,"Terry, TX"," ""48445""",72.147,639310,582509,Terry,TX,TX Terry
2776,"Throckmorton, TX"," ""48447""",134.687,167105,115650,Throckmorton,TX,TX Throckmorton
2789,"Titus, TX"," ""48449""",75.79,1813817,2112097,Titus,TX,TX Titus
2794,"Tom Green, TX"," ""48451""",126.031,5941735,6857912,Tom Green,TX,TX Tom Green
2805,"Travis, TX"," ""48453""",172.391,129639407,150371315,Travis,TX,TX Travis
2813,"Trinity, TX"," ""48455""",111.859,253751,313414,Trinity,TX,TX Trinity
2830,"Tyler, TX"," ""48457""",102.402,449659,487544,Tyler,TX,TX Tyler
2856,"Upshur, TX"," ""48459""",104.056,869180,963243,Upshur,TX,TX Upshur
2859,"Upton, TX"," ""48461""",253.586,8381526,6222820,Upton,TX,TX Upton
2861,"Uvalde, TX"," ""48463""",110.196,887966,1011488,Uvalde,TX,TX Uvalde
2862,"Val Verde, TX"," ""48465""",104.834,1632065,1979314,Val Verde,TX,TX Val Verde
2873,"Van Zandt, TX"," ""48467""",118.688,1149868,1369204,Van Zandt,TX,TX Van Zandt
2884,"Victoria, TX"," ""48469""",89.989,3955443,4701486,Victoria,TX,TX Victoria
2901,"Walker, TX"," ""48471""",112.029,1995051,2531349,Walker,TX,TX Walker
2904,"Waller, TX"," ""48473""",163.848,2792552,3312950,Waller,TX,TX Waller
2914,"Ward, TX"," ""48475""",153.403,4761159,4018726,Ward,TX,TX Ward
2963,"Washington, TX"," ""48477""",124.991,1941836,2334137,Washington,TX,TX Washington
2992,"Webb, TX"," ""48479""",137.199,12832935,13581543,Webb,TX,TX Webb
3014,"Wharton, TX"," ""48481""",114.91,1922003,2135181,Wharton,TX,TX Wharton
3020,"Wheeler, TX"," ""48483""",40.193,769506,565385,Wheeler,TX,TX Wheeler
3034,"Wichita, TX"," ""48485""",105.215,5509402,6506586,Wichita,TX,TX Wichita
3036,"Wilbarger, TX"," ""48487""",88.755,663611,781984,Wilbarger,TX,TX Wilbarger
3045,"Willacy, TX"," ""48489""",142.378,606156,659444,Willacy,TX,TX Willacy
3051,"Williamson, TX"," ""48491""",138.212,24642479,29376890,Williamson,TX,TX Williamson
3055,"Wilson, TX"," ""48493""",120.489,1157403,1211679,Wilson,TX,TX Wilson
3059,"Winkler, TX"," ""48495""",263.451,2175872,1988751,Winkler,TX,TX Winkler
3070,"Wise, TX"," ""48497""",85.222,3409709,3538145,Wise,TX,TX Wise
3073,"Wood, TX"," ""48499""",121.087,1739620,1754667,Wood,TX,TX Wood
3112,"Yoakum, TX"," ""48501""",80.996,2612559,2156163,Yoakum,TX,TX Yoakum
3119,"Young, TX"," ""48503""",103.354,922003,992841,Young,TX,TX Young
3124,"Zapata, TX"," ""48505""",73.085,831666,734450,Zapata,TX,TX Zapata
3125,"Zavala, TX"," ""48507""",167.557,953007,745659,Zavala,TX,TX Zavala
159,"Beaver, UT"," ""49001""",137.637,405309,489057,Beaver,UT,UT Beaver
