Unnamed: 0,GeoName,GeoFIPS,Quantity index,Thousands of chained 2012 dollars,Thousands of dollars,County,State,State and County
1722,"Lucas, IA"," ""19117""",109.009,288814,348393,Lucas,IA,IA Lucas
1732,"Lyon, IA"," ""19119""",132.112,931666,974205,Lyon,IA,IA Lyon
1751,"Madison, IA"," ""19121""",113.102,404262,506763,Madison,IA,IA Madison
1768,"Mahaska, IA"," ""19123""",106.762,840073,1002980,Mahaska,IA,IA Mahaska
1786,"Marion, IA"," ""19125""",137.052,2085254,2745377,Marion,IA,IA Marion
1804,"Marshall, IA"," ""19127""",104.104,1775025,2207984,Marshall,IA,IA Marshall
1918,"Mills, IA"," ""19129""",111.484,511033,656532,Mills,IA,IA Mills
1934,"Mitchell, IA"," ""19131""",112.959,566918,674520,Mitchell,IA,IA Mitchell
1945,"Monona, IA"," ""19133""",117.68,334119,405698,Monona,IA,IA Monona
1951,"Monroe, IA"," ""19135""",110.844,403641,493594,Monroe,IA,IA Monroe
1972,"Montgomery, IA"," ""19137""",103.847,417989,511359,Montgomery,IA,IA Montgomery
2024,"Muscatine, IA"," ""19139""",110.282,2435065,2913012,Muscatine,IA,IA Muscatine
2097,"O'Brien, IA"," ""19141""",123.083,870828,999178,O'Brien,IA,IA O'Brien
2149,"Osceola, IA"," ""19143""",99.14,364181,400545,Osceola,IA,IA Osceola
2176,"Page, IA"," ""19145""",105.408,590647,739074,Page,IA,IA Page
2179,"Palo Alto, IA"," ""19147""",107.022,548512,623248,Palo Alto,IA,IA Palo Alto
2280,"Plymouth, IA"," ""19149""",116.097,1409598,1636851,Plymouth,IA,IA Plymouth
2282,"Pocahontas, IA"," ""19151""",115.244,539729,573043,Pocahontas,IA,IA Pocahontas
2289,"Polk, IA"," ""19153""",133.076,42342831,50539505,Polk,IA,IA Polk
2310,"Pottawattamie, IA"," ""19155""",95.92,3861713,4799139,Pottawattamie,IA,IA Pottawattamie
2318,"Poweshiek, IA"," ""19157""",117.369,1199807,1447407,Poweshiek,IA,IA Poweshiek
2415,"Ringgold, IA"," ""19159""",119.154,168931,201655,Ringgold,IA,IA Ringgold
2472,"Sac, IA"," ""19161""",119.946,558007,624257,Sac,IA,IA Sac
2536,"Scott, IA"," ""19163""",105.391,8912158,10848177,Scott,IA,IA Scott
2574,"Shelby, IA"," ""19165""",99.564,709068,839050,Shelby,IA,IA Shelby
2601,"Sioux, IA"," ""19167""",120.622,2346052,2632666,Sioux,IA,IA Sioux
2698,"Story, IA"," ""19169""",118.142,5158546,6353655,Story,IA,IA Story
2743,"Tama, IA"," ""19171""",127.497,723193,870904,Tama,IA,IA Tama
2752,"Taylor, IA"," ""19173""",133.756,267552,329325,Taylor,IA,IA Taylor
2841,"Union, IA"," ""19175""",126.033,693602,855885,Union,IA,IA Union
2869,"Van Buren, IA"," ""19177""",91.909,230622,275863,Van Buren,IA,IA Van Buren
2912,"Wapello, IA"," ""19179""",102.277,1540236,1924359,Wapello,IA,IA Wapello
2917,"Warren, IA"," ""19181""",120.859,1201462,1519618,Warren,IA,IA Warren
2942,"Washington, IA"," ""19183""",116.76,1070132,1231205,Washington,IA,IA Washington
2976,"Wayne, IA"," ""19185""",128.814,238365,294730,Wayne,IA,IA Wayne
2995,"Webster, IA"," ""19187""",81.131,1859279,2310047,Webster,IA,IA Webster
3061,"Winnebago, IA"," ""19189""",106.687,469840,548949,Winnebago,IA,IA Winnebago
3064,"Winneshiek, IA"," ""19191""",116.203,1019880,1195142,Winneshiek,IA,IA Winneshiek
3076,"Woodbury, IA"," ""19193""",98.672,4775286,5960811,Woodbury,IA,IA Woodbury
3086,"Worth, IA"," ""19195""",97.397,310397,396713,Worth,IA,IA Worth
3090,"Wright, IA"," ""19197""",97.642,734159,811795,Wright,IA,IA Wright
3,"Ada, ID"," ""16001""",147.95,28597802,34164131,Ada,ID,ID Ada
10,"Adams, ID"," ""16003""",122.021,125353,157014,Adams,ID,ID Adams
126,"Bannock, ID"," ""16005""",108.253,2715753,3293730,Bannock,ID,ID Bannock
153,"Bear Lake, ID"," ""16007""",104.945,172722,208044,Bear Lake,ID,ID Bear Lake
173,"Benewah, ID"," ""16009""",102.989,303798,405698,Benewah,ID,ID Benewah
206,"Bingham, ID"," ""16011""",97.198,1262474,1536381,Bingham,ID,ID Bingham
210,"Blaine, ID"," ""16013""",132.567,1552878,1913887,Blaine,ID,ID Blaine
222,"Boise, ID"," ""16015""",115.611,174865,222579,Boise,ID,ID Boise
227,"Bonner, ID"," ""16017""",131.397,1588335,1982178,Bonner,ID,ID Bonner
228,"Bonneville, ID"," ""16019""",154.787,6076564,7506192,Bonneville,ID,ID Bonneville
243,"Boundary, ID"," ""16021""",100.721,322827,427901,Boundary,ID,ID Boundary
327,"Butte, ID"," ""16023""",140.064,1303256,1450010,Butte,ID,ID Butte
359,"Camas, ID"," ""16025""",142.526,78444,92615,Camas,ID,ID Camas
377,"Canyon, ID"," ""16027""",149.938,6660789,8227021,Canyon,ID,ID Canyon
384,"Caribou, ID"," ""16029""",132.234,710609,829846,Caribou,ID,ID Caribou
421,"Cassia, ID"," ""16031""",137.835,1507988,1666168,Cassia,ID,ID Cassia
528,"Clark, ID"," ""16033""",100.813,38706,41193,Clark,ID,ID Clark
567,"Clearwater, ID"," ""16035""",94.119,329878,422262,Clearwater,ID,ID Clearwater
701,"Custer, ID"," ""16037""",71.982,193400,199650,Custer,ID,ID Custer
877,"Elmore, ID"," ""16039""",128.319,1257183,1470924,Elmore,ID,ID Elmore
962,"Franklin, ID"," ""16041""",135.728,384432,453653,Franklin,ID,ID Franklin
986,"Fremont (includes Yellowstone Park), ID"," ""16043""",108.72,324938,404120,Fremont,ID,ID Fremont
1027,"Gem, ID"," ""16045""",141.592,406060,517578,Gem,ID,ID Gem
1061,"Gooding, ID"," ""16047""",153.659,1374479,1452518,Gooding,ID,ID Gooding
1332,"Idaho, ID"," ""16049""",106.261,455373,578945,Idaho,ID,ID Idaho
1404,"Jefferson, ID"," ""16051""",148.057,804426,959127,Jefferson,ID,ID Jefferson
1427,"Jerome, ID"," ""16053""",134.756,1316984,1466757,Jerome,ID,ID Jerome
1532,"Kootenai, ID"," ""16055""",144.034,6553224,8112478,Kootenai,ID,ID Kootenai
1592,"Latah, ID"," ""16057""",115.345,1275493,1593277,Latah,ID,ID Latah
1633,"Lemhi, ID"," ""16059""",127.112,249783,303805,Lemhi,ID,ID Lemhi
1642,"Lewis, ID"," ""16061""",107.991,162576,204857,Lewis,ID,ID Lewis
1660,"Lincoln, ID"," ""16063""",136.999,280832,304469,Lincoln,ID,ID Lincoln
1752,"Madison, ID"," ""16065""",129.802,1215301,1515108,Madison,ID,ID Madison
1927,"Minidoka, ID"," ""16067""",109.919,783475,918445,Minidoka,ID,ID Minidoka
2068,"Nez Perce, ID"," ""16069""",119.614,2041024,2476212,Nez Perce,ID,ID Nez Perce
2124,"Oneida, ID"," ""16071""",149.585,144912,167264,Oneida,ID,ID Oneida
2171,"Owyhee, ID"," ""16073""",133.341,436237,470092,Owyhee,ID,ID Owyhee
2199,"Payette, ID"," ""16075""",120.862,810197,983611,Payette,ID,ID Payette
2317,"Power, ID"," ""16077""",82.346,354199,438279,Power,ID,ID Power
2594,"Shoshone, ID"," ""16079""",122.943,702882,777043,Shoshone,ID,ID Shoshone
2767,"Teton, ID"," ""16081""",152.41,353384,443760,Teton,ID,ID Teton
2829,"Twin Falls, ID"," ""16083""",134.094,3666968,4412128,Twin Falls,ID,ID Twin Falls
2865,"Valley, ID"," ""16085""",126.112,496105,614590,Valley,ID,ID Valley
2943,"Washington, ID"," ""16087""",95.958,401799,497251,Washington,ID,ID Washington
11,"Adams, IL"," ""17001""",100.614,3238565,3965094,Adams,IL,IL Adams
34,"Alexander, IL"," ""17003""",93.242,143212,173792,Alexander,IL,IL Alexander
226,"Bond, IL"," ""17005""",107.503,521134,645380,Bond,IL,IL Bond
231,"Boone, IL"," ""17007""",100.252,1596850,1826586,Boone,IL,IL Boone
281,"Brown, IL"," ""17009""",128.584,437714,561185,Brown,IL,IL Brown
308,"Bureau, IL"," ""17011""",103.701,1232269,1467356,Bureau,IL,IL Bureau
348,"Calhoun, IL"," ""17013""",94.371,83828,110528,Calhoun,IL,IL Calhoun
393,"Carroll, IL"," ""17015""",103.843,546406,647326,Carroll,IL,IL Carroll
413,"Cass, IL"," ""17017""",113.121,613138,741330,Cass,IL,IL Cass
440,"Champaign, IL"," ""17019""",104.683,10291381,12605358,Champaign,IL,IL Champaign
498,"Christian, IL"," ""17021""",103.607,1458273,1774770,Christian,IL,IL Christian
529,"Clark, IL"," ""17023""",121.169,554208,637665,Clark,IL,IL Clark
550,"Clay, IL"," ""17025""",107.043,562332,624987,Clay,IL,IL Clay
577,"Clinton, IL"," ""17027""",96.646,972919,1247469,Clinton,IL,IL Clinton
602,"Coles, IL"," ""17029""",113.833,2373750,2886241,Coles,IL,IL Coles
634,"Cook, IL"," ""17031""",109.832,367715512,448552133,Cook,IL,IL Cook
664,"Crawford, IL"," ""17033""",65.086,1395013,1278584,Crawford,IL,IL Crawford
688,"Cumberland, IL"," ""17035""",263.301,758610,899721,Cumberland,IL,IL Cumberland
742,"De Witt, IL"," ""17039""",98.409,1099395,1382947,De Witt,IL,IL De Witt
745,"DeKalb, IL"," ""17037""",113.433,4002025,5005088,DeKalb,IL,IL DeKalb
813,"Douglas, IL"," ""17041""",104.79,994292,1239231,Douglas,IL,IL Douglas
825,"DuPage, IL"," ""17043""",114.991,87957178,104892806,DuPage,IL,IL DuPage
851,"Edgar, IL"," ""17045""",121.949,832936,939293,Edgar,IL,IL Edgar
856,"Edwards, IL"," ""17047""",95.433,278043,307119,Edwards,IL,IL Edwards
860,"Effingham, IL"," ""17049""",113.958,2043732,2490036,Effingham,IL,IL Effingham
918,"Fayette, IL"," ""17051""",102.208,515533,658581,Fayette,IL,IL Fayette
947,"Ford, IL"," ""17053""",106.843,653475,812353,Ford,IL,IL Ford
963,"Franklin, IL"," ""17055""",86.823,843337,1031313,Franklin,IL,IL Franklin
995,"Fulton, IL"," ""17057""",88.761,784252,987353,Fulton,IL,IL Fulton
1005,"Gallatin, IL"," ""17059""",66.712,160474,177365,Gallatin,IL,IL Gallatin
1114,"Greene, IL"," ""17061""",95.017,298745,376387,Greene,IL,IL Greene
1137,"Grundy, IL"," ""17063""",100.195,4096418,5169453,Grundy,IL,IL Grundy
1161,"Hamilton, IL"," ""17065""",157.803,299165,369446,Hamilton,IL,IL Hamilton
1176,"Hancock, IL"," ""17067""",100.879,546244,660305,Hancock,IL,IL Hancock
1193,"Hardin, IL"," ""17069""",79.775,75262,93231,Hardin,IL,IL Hardin
1236,"Henderson, IL"," ""17071""",101.229,171351,206179,Henderson,IL,IL Henderson
1249,"Henry, IL"," ""17073""",99.519,1416264,1753238,Henry,IL,IL Henry
1349,"Iroquois, IL"," ""17075""",106.252,1035594,1215234,Iroquois,IL,IL Iroquois
1366,"Jackson, IL"," ""17077""",92.102,2229594,2741219,Jackson,IL,IL Jackson
1387,"Jasper, IL"," ""17079""",80.543,454053,567337,Jasper,IL,IL Jasper
1405,"Jefferson, IL"," ""17081""",93.543,1746322,2093588,Jefferson,IL,IL Jefferson
1428,"Jersey, IL"," ""17083""",113.155,497343,615245,Jersey,IL,IL Jersey
1433,"Jo Daviess, IL"," ""17085""",95.308,738589,913306,Jo Daviess,IL,IL Jo Daviess
1437,"Johnson, IL"," ""17087""",82.371,215571,270589,Johnson,IL,IL Johnson
1465,"Kane, IL"," ""17089""",116.524,25589099,31059443,Kane,IL,IL Kane
1467,"Kankakee, IL"," ""17091""",133.524,5884610,7282382,Kankakee,IL,IL Kankakee
1477,"Kendall, IL"," ""17093""",119.767,3619554,4550392,Kendall,IL,IL Kendall
1521,"Knox, IL"," ""17095""",86.71,1601590,1986664,Knox,IL,IL Knox
1542,"LaSalle, IL"," ""17099""",96.93,5062678,6449865,La Salle,IL,IL La Salle
1561,"Lake, IL"," ""17097""",106.468,57204678,69682860,Lake,IL,IL Lake
1603,"Lawrence, IL"," ""17101""",116.067,559032,589194,Lawrence,IL,IL Lawrence
1623,"Lee, IL"," ""17103""",113.508,1443956,1743431,Lee,IL,IL Lee
1689,"Livingston, IL"," ""17105""",119.007,1949312,2297427,Livingston,IL,IL Livingston
1698,"Logan, IL"," ""17107""",110.877,986901,1198735,Logan,IL,IL Logan
1741,"Macon, IL"," ""17115""",98.293,6365709,7856804,Macon,IL,IL Macon
1745,"Macoupin, IL"," ""17117""",103.489,1088113,1356419,Macoupin,IL,IL Macoupin
1753,"Madison, IL"," ""17119""",114.862,12699798,13389541,Madison,IL,IL Madison
1787,"Marion, IL"," ""17121""",93.245,1212950,1479716,Marion,IL,IL Marion
1805,"Marshall, IL"," ""17123""",90.4,391868,485273,Marshall,IL,IL Marshall
1821,"Mason, IL"," ""17125""",75.525,398318,504463,Mason,IL,IL Mason
1827,"Massac, IL"," ""17127""",77.601,605545,791806,Massac,IL,IL Massac
1844,"McDonough, IL"," ""17109""",83.134,1004159,1264682,McDonough,IL,IL McDonough
1848,"McHenry, IL"," ""17111""",96.58,10542533,12864578,McHenry,IL,IL McHenry
1856,"McLean, IL"," ""17113""",119.229,12925097,15140725,McLean,IL,IL McLean
1880,"Menard, IL"," ""17129""",94.781,234779,296058,Menard,IL,IL Menard
1887,"Mercer, IL"," ""17131""",100.837,411791,497958,Mercer,IL,IL Mercer
1952,"Monroe, IL"," ""17133""",107.392,866823,1060931,Monroe,IL,IL Monroe
1973,"Montgomery, IL"," ""17135""",76.546,932552,1139676,Montgomery,IL,IL Montgomery
1998,"Morgan, IL"," ""17137""",105.002,1488871,1822508,Morgan,IL,IL Morgan
2016,"Moultrie, IL"," ""17139""",111.417,815139,953099,Moultrie,IL,IL Moultrie
2108,"Ogle, IL"," ""17141""",99.109,2556897,3237806,Ogle,IL,IL Ogle
2213,"Peoria, IL"," ""17143""",99.492,11594941,13895275,Peoria,IL,IL Peoria
2220,"Perry, IL"," ""17145""",89.901,569007,690498,Perry,IL,IL Perry
2240,"Piatt, IL"," ""17147""",108.829,508254,613735,Piatt,IL,IL Piatt
2254,"Pike, IL"," ""17149""",114.036,543529,679667,Pike,IL,IL Pike
2302,"Pope, IL"," ""17151""",47.549,58199,71391,Pope,IL,IL Pope
2340,"Pulaski, IL"," ""17153""",80.985,152950,195892,Pulaski,IL,IL Pulaski
2348,"Putnam, IL"," ""17155""",85.69,321631,398064,Putnam,IL,IL Putnam
2371,"Randolph, IL"," ""17157""",83.055,1385382,1743094,Randolph,IL,IL Randolph
2403,"Richland, IL"," ""17159""",92.409,540481,655646,Richland,IL,IL Richland
2432,"Rock Island, IL"," ""17161""",93.093,9555556,11504428,Rock Island,IL,IL Rock Island
2479,"Saline, IL"," ""17165""",68.233,757276,863186,Saline,IL,IL Saline
2507,"Sangamon, IL"," ""17167""",106.104,10447104,12723014,Sangamon,IL,IL Sangamon
2528,"Schuyler, IL"," ""17169""",95.777,231045,285369,Schuyler,IL,IL Schuyler
2537,"Scott, IL"," ""17171""",91.678,146329,175086,Scott,IL,IL Scott
2575,"Shelby, IL"," ""17173""",124.965,744886,869419,Shelby,IL,IL Shelby
2641,"St Clair, IL"," ""17163""",100.548,10744688,13158787,St Clair,IL,IL St Clair
2669,"Stark, IL"," ""17175""",114.346,223900,279029,Stark,IL,IL Stark
2681,"Stephenson, IL"," ""17177""",93.901,1770579,2134519,Stephenson,IL,IL Stephenson
2757,"Tazewell, IL"," ""17179""",35.584,5197060,6535729,Tazewell,IL,IL Tazewell
2842,"Union, IL"," ""17181""",98.407,401352,510183,Union,IL,IL Union
2878,"Vermilion, IL"," ""17183""",96.603,3024701,3645245,Vermilion,IL,IL Vermilion
2889,"Wabash, IL"," ""17185""",79.584,323486,390569,Wabash,IL,IL Wabash
2918,"Warren, IL"," ""17187""",123.533,769771,920405,Warren,IL,IL Warren
2944,"Washington, IL"," ""17189""",136.709,1034447,1138778,Washington,IL,IL Washington
2977,"Wayne, IL"," ""17191""",76.858,413993,528639,Wayne,IL,IL Wayne
3024,"White, IL"," ""17193""",84.882,494483,574129,White,IL,IL White
3027,"Whiteside, IL"," ""17195""",93.43,2024422,2463878,Whiteside,IL,IL Whiteside
3044,"Will, IL"," ""17197""",122.989,32341254,39643439,Will,IL,IL Will
3049,"Williamson, IL"," ""17199""",96.161,2707770,3194762,Williamson,IL,IL Williamson
3062,"Winnebago, IL"," ""17201""",99.378,12406967,15178800,Winnebago,IL,IL Winnebago
3077,"Woodford, IL"," ""17203""",103.384,1127529,1416984,Woodford,IL,IL Woodford
12,"Adams, IN"," ""18001""",142.479,1740932,1993204,Adams,IN,IN Adams
45,"Allen, IN"," ""18003""",119.89,19625150,23189094,Allen,IN,IN Allen
139,"Bartholomew, IN"," ""18005""",102.075,6067893,7205692,Bartholomew,IN,IN Bartholomew
180,"Benton, IN"," ""18007""",142.731,464520,577181,Benton,IN,IN Benton
208,"Blackford, IN"," ""18009""",113.831,318415,377474,Blackford,IN,IN Blackford
232,"Boone, IN"," ""18011""",175.588,3805313,4468773,Boone,IN,IN Boone
282,"Brown, IN"," ""18013""",102.379,250416,314052,Brown,IN,IN Brown
394,"Carroll, IN"," ""18015""",124.188,704078,826550,Carroll,IN,IN Carroll
414,"Cass, IN"," ""18017""",112.994,1353532,1641121,Cass,IN,IN Cass
530,"Clark, IN"," ""18019""",111.037,4964376,6162758,Clark,IN,IN Clark
551,"Clay, IN"," ""18021""",125.743,727666,859843,Clay,IN,IN Clay
578,"Clinton, IN"," ""18023""",129.603,1417421,1688539,Clinton,IN,IN Clinton
665,"Crawford, IN"," ""18025""",91.349,162202,192076,Crawford,IN,IN Crawford
728,"Daviess, IN"," ""18027""",134.548,1275169,1544074,Daviess,IN,IN Daviess
753,"Dearborn, IN"," ""18029""",102.879,1719856,2143700,Dearborn,IN,IN Dearborn
756,"Decatur, IN"," ""18031""",138.779,1585352,1749984,Decatur,IN,IN Decatur
763,"Delaware, IN"," ""18035""",103.095,3667118,4486204,Delaware,IN,IN Delaware
826,"Dubois, IN"," ""18037""",116.286,2536613,2943904,Dubois,IN,IN Dubois
869,"Elkhart, IN"," ""18039""",180.836,17529376,19271838,Elkhart,IN,IN Elkhart
919,"Fayette, IN"," ""18041""",94.841,517797,629405,Fayette,IN,IN Fayette
940,"Floyd, IN"," ""18043""",119.474,2755460,3334295,Floyd,IN,IN Floyd
956,"Fountain, IN"," ""18045""",84.512,463367,536365,Fountain,IN,IN Fountain
964,"Franklin, IN"," ""18047""",112.644,509303,596487,Franklin,IN,IN Franklin
996,"Fulton, IN"," ""18049""",105.498,643134,799004,Fulton,IN,IN Fulton
1034,"Gibson, IN"," ""18051""",127.824,3308588,3569406,Gibson,IN,IN Gibson
1080,"Grant, IN"," ""18053""",87.277,2181018,2659869,Grant,IN,IN Grant
1115,"Greene, IN"," ""18055""",103.194,585503,714765,Greene,IN,IN Greene
1162,"Hamilton, IN"," ""18057""",147.528,19431795,23338012,Hamilton,IN,IN Hamilton
1177,"Hancock, IN"," ""18059""",163.689,3168895,3854777,Hancock,IN,IN Hancock
1212,"Harrison, IN"," ""18061""",112.062,1034468,1315412,Harrison,IN,IN Harrison
1241,"Hendricks, IN"," ""18063""",158.829,7213615,8941535,Hendricks,IN,IN Hendricks
1250,"Henry, IN"," ""18065""",132.953,1313509,1606459,Henry,IN,IN Henry
1302,"Howard, IN"," ""18067""",91.041,4044993,4488369,Howard,IN,IN Howard
1322,"Huntington, IN"," ""18069""",114.549,1420819,1665220,Huntington,IN,IN Huntington
1367,"Jackson, IN"," ""18071""",132.479,2509946,2902275,Jackson,IN,IN Jackson
1388,"Jasper, IN"," ""18073""",105.588,1382062,1709612,Jasper,IN,IN Jasper
1393,"Jay, IN"," ""18075""",117.37,963705,1068985,Jay,IN,IN Jay
1406,"Jefferson, IN"," ""18077""",112.034,1491897,1794889,Jefferson,IN,IN Jefferson
1425,"Jennings, IN"," ""18079""",109.889,676620,802310,Jennings,IN,IN Jennings
1438,"Johnson, IN"," ""18081""",142.557,5518025,6676447,Johnson,IN,IN Johnson
1522,"Knox, IN"," ""18083""",115.929,1729886,2080961,Knox,IN,IN Knox
1533,"Kosciusko, IN"," ""18085""",126.848,5757412,6587398,Kosciusko,IN,IN Kosciusko
1541,"LaPorte, IN"," ""18091""",96.984,3754347,4521182,LaPorte,IN,IN LaPorte
1555,"Lagrange, IN"," ""18087""",160.741,1826746,2043589,LaGrange,IN,IN LaGrange
1562,"Lake, IN"," ""18089""",93.771,21424162,24480668,Lake,IN,IN Lake
1604,"Lawrence, IN"," ""18093""",127.846,1331148,1592241,Lawrence,IN,IN Lawrence
1754,"Madison, IN"," ""18095""",106.028,3469013,4268270,Madison,IN,IN Madison
1788,"Marion, IN"," ""18097""",105.488,86015333,104833855,Marion,IN,IN Marion
1806,"Marshall, IN"," ""18099""",101.039,1535818,1843710,Marshall,IN,IN Marshall
1816,"Martin, IN"," ""18101""",120.609,1046701,1233551,Martin,IN,IN Martin
1900,"Miami, IN"," ""18103""",107.951,895960,1090148,Miami,IN,IN Miami
1953,"Monroe, IN"," ""18105""",116.627,6215864,7649573,Monroe,IN,IN Monroe
1974,"Montgomery, IN"," ""18107""",115.896,1637171,1938180,Montgomery,IN,IN Montgomery
1999,"Morgan, IN"," ""18109""",117.984,1555579,1947639,Morgan,IN,IN Morgan
2064,"Newton, IN"," ""18111""",103.17,347985,422369,Newton,IN,IN Newton
2074,"Noble, IN"," ""18113""",115.556,1844411,2129588,Noble,IN,IN Noble
2110,"Ohio, IN"," ""18115""",73.537,103538,134285,Ohio,IN,IN Ohio
2133,"Orange, IN"," ""18117""",100.157,567893,713545,Orange,IN,IN Orange
2168,"Owen, IN"," ""18119""",117.095,525291,622451,Owen,IN,IN Owen
2187,"Parke, IN"," ""18121""",133.666,359915,458441,Parke,IN,IN Parke
2221,"Perry, IN"," ""18123""",122.414,747788,846720,Perry,IN,IN Perry
2255,"Pike, IN"," ""18125""",79.875,658561,836182,Pike,IN,IN Pike
2306,"Porter, IN"," ""18127""",110.951,6696795,7992731,Porter,IN,IN Porter
2307,"Posey, IN"," ""18129""",151.103,3024194,3785981,Posey,IN,IN Posey
2341,"Pulaski, IN"," ""18131""",133.162,663881,775882,Pulaski,IN,IN Pulaski
2349,"Putnam, IN"," ""18133""",111.572,995457,1211016,Putnam,IN,IN Putnam
2372,"Randolph, IN"," ""18135""",106.506,781257,958769,Randolph,IN,IN Randolph
2419,"Ripley, IN"," ""18137""",102.285,1104168,1296592,Ripley,IN,IN Ripley
2459,"Rush, IN"," ""18139""",123.843,588668,722542,Rush,IN,IN Rush
2538,"Scott, IN"," ""18143""",122.87,661772,788540,Scott,IN,IN Scott
2576,"Shelby, IN"," ""18145""",113.145,1827196,2208610,Shelby,IN,IN Shelby
2632,"Spencer, IN"," ""18147""",63.013,870680,1111952,Spencer,IN,IN Spencer
2651,"St Joseph, IN"," ""18141""",113.627,13037623,15740655,St Joseph,IN,IN St Joseph
2672,"Starke, IN"," ""18149""",114.675,459518,565659,Starke,IN,IN Starke
2683,"Steuben, IN"," ""18151""",117.669,1396932,1663314,Steuben,IN,IN Steuben
2704,"Sullivan, IN"," ""18153""",85.349,894128,1056536,Sullivan,IN,IN Sullivan
2736,"Switzerland, IN"," ""18155""",82.044,184060,238315,Switzerland,IN,IN Switzerland
2785,"Tippecanoe, IN"," ""18157""",123.715,9068546,10779671,Tippecanoe,IN,IN Tippecanoe
2786,"Tipton, IN"," ""18159""",144.91,613167,701043,Tipton,IN,IN Tipton
2843,"Union, IN"," ""18161""",104.866,130573,167880,Union,IN,IN Union
2875,"Vanderburgh, IN"," ""18163""",103.536,10192662,12346968,Vanderburgh,IN,IN Vanderburgh
2880,"Vermillion, IN"," ""18165""",108.959,798386,1032822,Vermillion,IN,IN Vermillion
2885,"Vigo, IN"," ""18167""",99.113,4295965,5094465,Vigo,IN,IN Vigo
2890,"Wabash, IN"," ""18169""",109.796,1189998,1408022,Wabash,IN,IN Wabash
2919,"Warren, IN"," ""18171""",119.328,289690,353987,Warren,IN,IN Warren
2930,"Warrick, IN"," ""18173""",116.367,2338214,2812334,Warrick,IN,IN Warrick
2945,"Washington, IN"," ""18175""",118.271,619667,736431,Washington,IN,IN Washington
2978,"Wayne, IN"," ""18177""",103.88,2543313,3093331,Wayne,IN,IN Wayne
3003,"Wells, IN"," ""18179""",111.325,1109044,1274389,Wells,IN,IN Wells
3025,"White, IN"," ""18181""",123.574,1017099,1229348,White,IN,IN White
3029,"Whitley, IN"," ""18183""",152.979,1660774,1967086,Whitley,IN,IN Whitley
46,"Allen, KS"," ""20001""",104.378,555318,662348,Allen,KS,KS Allen
58,"Anderson, KS"," ""20003""",143.895,332016,394997,Anderson,KS,KS Anderson
96,"Atchison, KS"," ""20005""",127.825,655418,770306,Atchison,KS,KS Atchison
128,"Barber, KS"," ""20007""",77.078,207674,219484,Barber,KS,KS Barber
140,"Barton, KS"," ""20009""",92.924,1178276,1368896,Barton,KS,KS Barton
244,"Bourbon, KS"," ""20011""",102.923,541821,657324,Bourbon,KS,KS Bourbon
283,"Brown, KS"," ""20013""",130.529,590482,721668,Brown,KS,KS Brown
320,"Butler, KS"," ""20015""",130.444,2196463,2786181,Butler,KS,KS Butler
451,"Chase, KS"," ""20017""",142.483,140860,156213,Chase,KS,KS Chase
457,"Chautauqua, KS"," ""20019""",108.349,79448,89996,Chautauqua,KS,KS Chautauqua
468,"Cherokee, KS"," ""20021""",130.776,735162,911625,Cherokee,KS,KS Cherokee
481,"Cheyenne, KS"," ""20023""",115.366,138866,157804,Cheyenne,KS,KS Cheyenne
531,"Clark, KS"," ""20025""",195.297,202524,216241,Clark,KS,KS Clark
552,"Clay, KS"," ""20027""",100.498,269338,338857,Clay,KS,KS Clay
585,"Cloud, KS"," ""20029""",107.717,374749,455721,Cloud,KS,KS Cloud
597,"Coffey, KS"," ""20031""",83.234,667795,867262,Coffey,KS,KS Coffey
623,"Comanche, KS"," ""20033""",93.466,65891,67748,Comanche,KS,KS Comanche
654,"Cowley, KS"," ""20035""",109.612,1254492,1490933,Cowley,KS,KS Cowley
666,"Crawford, KS"," ""20037""",112.758,1508956,1863400,Crawford,KS,KS Crawford
757,"Decatur, KS"," ""20039""",126.668,156774,163050,Decatur,KS,KS Decatur
786,"Dickinson, KS"," ""20041""",105.453,596017,731462,Dickinson,KS,KS Dickinson
804,"Doniphan, KS"," ""20043""",107.132,245174,308878,Doniphan,KS,KS Doniphan
814,"Douglas, KS"," ""20045""",112.471,4520477,5586561,Douglas,KS,KS Douglas
857,"Edwards, KS"," ""20047""",108.947,170734,183766,Edwards,KS,KS Edwards
867,"Elk, KS"," ""20049""",81.313,71600,89046,Elk,KS,KS Elk
872,"Ellis, KS"," ""20051""",106.878,1513745,1739274,Ellis,KS,KS Ellis
875,"Ellsworth, KS"," ""20053""",101.793,267372,322697,Ellsworth,KS,KS Ellsworth
931,"Finney, KS"," ""20055""",113.254,2129271,2488019,Finney,KS,KS Finney
948,"Ford, KS"," ""20057""",142.822,2272010,2681232,Ford,KS,KS Ford
965,"Franklin, KS"," ""20059""",110.092,848534,1045067,Franklin,KS,KS Franklin
1025,"Geary, KS"," ""20061""",88.279,2694894,3245740,Geary,KS,KS Geary
1065,"Gove, KS"," ""20063""",80.449,167792,185331,Gove,KS,KS Gove
1070,"Graham, KS"," ""20065""",89.681,139529,154560,Graham,KS,KS Graham
1081,"Grant, KS"," ""20067""",85.007,474691,441888,Grant,KS,KS Grant
1097,"Gray, KS"," ""20069""",102.017,579334,601541,Gray,KS,KS Gray
1104,"Greeley, KS"," ""20071""",137.339,141430,159147,Greeley,KS,KS Greeley
