GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "48435","Sutton, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",220.670,254.882,255.894,252.820,252.109,269.060,276.796,245.308,237.115,174.727,178.086,146.753,143.802,155.760,136.943,110.270,100.000,99.485,93.007,79.327,71.142,60.861
 "48435","Sutton, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",409132,406458,594536,696845,923649,1005321,1093440,1261145,708324,647362,723486,560948,573942,617990,404797,309617,310719,331112,294016,222511,263109,286596
 "48437","Swisher, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",258575,283538,278369,290489,365509,312917,278501,263541,324257,378209,381374,290498,237825,347879,513006,477484,515581,528714,459078,409268,471902,343178
 "48437","Swisher, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",50.152,54.994,53.991,56.342,70.893,60.692,54.017,51.115,62.892,73.356,73.970,56.344,46.128,67.473,99.500,92.611,100.000,102.547,89.041,79.380,91.528,66.561
 "48437","Swisher, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",203940,216661,229112,265497,303216,254962,269308,258503,277697,356359,438483,344057,300793,421979,539957,444127,515581,513171,442174,391841,573208,519983
 "48439","Tarrant, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",70230901,72697751,74431137,79471410,85134959,90966327,94238585,93925854,93356160,95294740,96511251,100505177,102898603,105143393,107918603,107760061,111059066,116836265,118947910,113672291,122643736,127597428
 "48439","Tarrant, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",63.237,65.459,67.019,71.558,76.657,81.908,84.854,84.573,84.060,85.805,86.901,90.497,92.652,94.673,97.172,97.030,100.000,105.202,107.103,102.353,110.431,114.892
 "48439","Tarrant, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",53164027,55977093,58256150,63423703,70079393,77024266,81667986,84172301,81946637,85393543,88497201,93799747,97783281,101578598,104138421,106028432,111059066,119211300,124102600,119961397,134347337,150328442
 "48441","Taylor, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",4541861,4656866,4759109,4862253,4975839,5393353,5520143,5636554,5453125,5675131,5750433,5963136,6050585,6220522,6141488,6009056,6146666,6439343,6704709,6643635,6819466,7087583
 "48441","Taylor, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.891,75.762,77.426,79.104,80.952,87.744,89.807,91.701,88.717,92.329,93.554,97.014,98.437,101.202,99.916,97.761,100.000,104.762,109.079,108.085,110.946,115.308
 "48441","Taylor, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3211073,3370385,3539966,3725330,3950701,4433027,4671321,4890935,4813732,5059252,5206435,5511971,5687036,5961192,5970004,5917480,6146666,6578038,7004968,7092481,7610864,8433058
 "48443","Terrell, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",378602,419857,405742,353544,342423,384712,369296,279197,290372,191776,138761,107273,107517,114428,124651,117584,91391,69230,71221,61926,76295,71932
 "48443","Terrell, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",414.268,459.410,443.965,386.849,374.681,420.954,404.086,305.498,317.727,209.842,151.833,117.379,117.645,125.208,136.393,128.661,100.000,75.752,77.931,67.760,83.482,78.708
 "48443","Terrell, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",305666,276401,429693,457711,616504,700267,715123,745108,380233,337166,278329,185270,198373,205149,113916,94620,91391,81082,69010,46448,91990,124555
 "48445","Terry, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",424709,497235,466596,477533,492593,515768,563992,512002,640168,685318,587095,676877,694661,570618,584052,557986,620198,583777,569820,512448,475366,401198
 "48445","Terry, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",68.480,80.174,75.233,76.997,79.425,83.162,90.937,82.555,103.220,110.500,94.663,109.139,112.006,92.006,94.172,89.969,100.000,94.127,91.877,82.626,76.647,64.689
 "48445","Terry, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",361921,389470,454458,525146,610698,648808,763057,847398,683173,877561,835564,878194,952332,770579,558099,502935,620198,614695,560384,458452,551930,579829
 "48447","Throckmorton, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",72120,81334,72927,74573,71583,80138,73601,61412,70861,62030,62692,78102,87277,109198,113060,90802,74298,73176,66942,60664,96797,62810
 "48447","Throckmorton, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",97.068,109.469,98.154,100.369,96.345,107.860,99.061,82.656,95.373,83.488,84.379,105.120,117.468,146.973,152.171,122.212,100.000,98.490,90.099,81.649,130.281,84.537
 "48447","Throckmorton, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",70054,69828,84497,100051,112856,127138,126358,133234,92554,99469,111433,124671,147845,179942,106028,76884,74298,83466,64930,47308,107633,92846
 "48449","Titus, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2581499,2510764,2662876,2794871,2608229,2889449,2836463,2718420,2570753,2716909,2820504,2569956,2527079,2345953,2186506,2170749,2355814,1986451,1850016,1703846,1908874,2084581
 "48449","Titus, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",109.580,106.577,113.034,118.637,110.715,122.652,120.403,115.392,109.124,115.328,119.725,109.090,107.270,99.581,92.813,92.144,100.000,84.321,78.530,72.325,81.028,88.487
 "48449","Titus, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1961423,1899531,2068878,2199802,2128647,2451878,2422746,2369807,2436430,2530825,2625081,2398473,2406188,2315862,2171121,2148307,2355814,2005123,1898574,1787758,2075002,2411021
 "48451","Tom Green, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",4081223,3984991,4008442,4053014,4095818,4097506,4157588,4370723,4647936,4968855,5041278,4977942,5265069,5334314,5431521,5101087,5302404,5757178,6128907,6203351,6355372,6499206
 "48451","Tom Green, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.969,75.154,75.597,76.437,77.245,77.276,78.409,82.429,87.657,93.709,95.075,93.881,99.296,100.602,102.435,96.203,100.000,108.577,115.587,116.991,119.858,122.571
 "48451","Tom Green, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3090634,3066231,3156399,3269725,3389470,3487679,3647159,3936592,4204543,4546363,4707424,4732638,5078900,5212107,5333759,5054812,5302404,5864303,6349616,6535349,6933953,7508753
 "48453","Travis, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",49374129,51481729,52795750,55900756,59787101,67722782,70248723,74049350,71299292,76091822,79536327,80157229,86176422,92288430,100608997,105297905,109993936,116115981,122982943,125596454,140011391,150752659
 "48453","Travis, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",44.888,46.804,47.999,50.822,54.355,61.570,63.866,67.321,64.821,69.178,72.310,72.874,78.347,83.903,91.468,95.731,100.000,105.566,111.809,114.185,127.290,137.055
 "48453","Travis, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",44733610,46894090,47912128,51003726,55095886,62788199,65180602,68199368,66073129,70180228,73694348,75429810,82041147,88848860,98197229,104247593,109993936,117874107,127165932,131673293,151120078,170905668
 "48455","Trinity, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",195392,210933,213726,213316,208841,222877,220399,221584,234142,242895,246635,254359,257615,255336,257948,251469,247083,245180,261913,247399,246274,258117
 "48455","Trinity, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",79.079,85.369,86.499,86.334,84.522,90.203,89.200,89.680,94.762,98.305,99.819,102.945,104.262,103.340,104.397,101.775,100.000,99.230,106.002,100.128,99.673,104.466
 "48455","Trinity, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",135402,149459,156047,162043,164838,181425,185512,194039,202225,212852,220126,230984,239508,242113,248792,247550,247083,251792,276127,268118,275482,309038
 "48457","Tyler, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",311701,338258,353618,370520,448111,526871,555869,526898,561848,490845,428476,414905,413776,419723,433776,418687,414647,397963,406985,419527,437247,467877
 "48457","Tyler, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",75.172,81.577,85.282,89.358,108.070,127.065,134.058,127.071,135.500,118.377,103.335,100.062,99.790,101.224,104.613,100.974,100.000,95.976,98.152,101.177,105.450,112.837
 "48457","Tyler, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",233251,253495,290351,327091,452154,543478,604120,703002,510507,514214,478917,443660,460874,470514,410893,391702,414647,424518,420080,418570,517596,661931
 "48459","Upshur, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1069473,1172345,1098745,1022305,1010094,956962,956396,898718,933370,862293,790659,810427,787869,830719,821613,786597,764328,764748,818438,812766,840479,853384
 "48459","Upshur, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",139.923,153.382,143.753,133.752,132.155,125.203,125.129,117.583,122.116,112.817,103.445,106.031,103.080,108.686,107.495,102.913,100.000,100.055,107.079,106.337,109.963,111.652
 "48459","Upshur, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",672037,683729,795222,824563,969823,940575,983716,1094842,853639,867095,832593,834396,834815,887980,792070,757201,764328,794546,847488,836415,946475,1067489
 "48461","Upton, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",610528,712235,601493,586047,662929,740870,858857,903165,1232249,1123457,1248959,1708872,1736737,1962982,2560482,3007413,2868424,2954032,3934936,4121763,3943810,3929483
 "48461","Upton, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",21.284,24.830,20.969,20.431,23.111,25.828,29.942,31.486,42.959,39.166,43.542,59.575,60.547,68.434,89.264,104.846,100.000,102.984,137.181,143.694,137.490,136.991
 "48461","Upton, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",583235,557715,740179,874409,1356440,1535508,1891784,2724894,1821258,2249447,2868700,3305163,3612737,3945037,2271534,2247181,2868424,3652148,3570916,2154281,5272164,8841676
 "48463","Uvalde, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",675874,695061,706749,702352,689832,695745,665316,649174,663722,712274,748776,810051,925034,895271,1007038,1094576,828123,810462,852395,868748,900368,892593
 "48463","Uvalde, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.615,83.932,85.343,84.812,83.301,84.015,80.340,78.391,80.148,86.011,90.418,97.818,111.703,108.108,121.605,132.176,100.000,97.867,102.931,104.906,108.724,107.785
 "48463","Uvalde, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",492188,514412,538151,559222,565170,591367,591512,590721,613374,670703,722907,802313,928025,909633,1026521,1047190,828123,833364,893195,926565,1023117,1111418
 "48465","Val Verde, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1476318,1585658,1681085,1571227,1617488,1651223,1687270,1681885,1611938,1679668,1660595,1679018,1627826,1662441,1727999,1722654,1702347,1695343,1745336,1729515,1814776,1850013
 "48465","Val Verde, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",86.722,93.145,98.751,92.298,95.015,96.997,99.114,98.798,94.689,98.668,97.547,98.630,95.622,97.656,101.507,101.193,100.000,99.589,102.525,101.596,106.604,108.674
 "48465","Val Verde, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1003290,1075359,1225162,1194363,1308144,1372032,1449762,1521471,1409044,1506677,1517498,1558836,1539193,1603116,1682260,1695636,1702347,1734720,1825577,1849759,2035405,2213830
 "48467","Van Zandt, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1009943,1089650,1071126,1052287,1052577,1027101,1020906,982667,1001919,1000854,947328,1027354,1059146,1077999,1080303,1109416,1144814,1191779,1173469,1204803,1237019,1289175
 "48467","Van Zandt, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.219,95.181,93.563,91.918,91.943,89.718,89.177,85.836,87.518,87.425,82.749,89.740,92.517,94.164,94.365,96.908,100.000,104.102,102.503,105.240,108.054,112.610
 "48467","Van Zandt, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",651114,695358,746353,784009,846268,855564,890511,922093,876416,909786,886589,970546,1026792,1062365,1045655,1085627,1144814,1220826,1224829,1283649,1386161,1565368
 "48469","Victoria, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",3834587,3739356,3747410,3996195,4011113,4157469,4160696,4264351,3930422,4135347,4390636,4703825,4983455,5087295,4761416,4311659,4242680,4555329,4442322,4306229,4459816,4602176
 "48469","Victoria, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",90.381,88.137,88.326,94.190,94.542,97.992,98.068,100.511,92.640,97.470,103.487,110.869,117.460,119.908,112.227,101.626,100.000,107.369,104.706,101.498,105.118,108.473
 "48469","Victoria, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2647243,2597993,2717726,3004441,3199602,3451846,3560926,3833670,3466726,3703227,4029198,4411544,4763601,4953184,4613717,4223391,4242680,4651056,4584117,4462597,4938671,5549593
 "48471","Walker, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1712593,1796124,1790702,1738495,1767106,1827871,1822038,1812043,1876412,1922032,1914561,1980128,2012873,2050582,2026225,2106641,2147210,2201338,2230283,2158415,2138924,2196217
 "48471","Walker, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",79.759,83.649,83.397,80.965,82.298,85.128,84.856,84.391,87.388,89.513,89.165,92.219,93.744,95.500,94.365,98.111,100.000,102.521,103.869,100.522,99.614,102.282
 "48471","Walker, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1137274,1221970,1257223,1269108,1331529,1425842,1473369,1500850,1593559,1656144,1678030,1781112,1860916,1940979,1959840,2071604,2147210,2259995,2339707,2359242,2446611,2645843
 "48473","Waller, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1014638,1110449,1210020,1345773,1438135,1564510,1687418,1806635,1796838,1842603,1893060,1820483,1911585,2016867,1989642,2062978,2287710,2372188,2988218,2985962,3090341,3159376
 "48473","Waller, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",44.352,48.540,52.892,58.826,62.864,68.388,73.760,78.971,78.543,80.544,82.749,79.577,83.559,88.161,86.971,90.177,100.000,103.693,130.621,130.522,135.084,138.102
 "48473","Waller, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",691388,756800,873785,1014109,1150175,1293897,1437899,1623475,1589181,1648962,1731492,1700792,1826173,1953602,1961579,2054383,2287710,2416400,3126681,3178891,3397702,4027503
 "48475","Ward, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",807252,861760,712947,598676,571967,672478,737580,796002,1010296,993119,1236839,1865451,1952275,1857428,1882258,1800666,1897650,2531367,3543292,2996827,2876586,2488336
 "48475","Ward, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",42.540,45.412,37.570,31.548,30.141,35.437,38.868,41.947,53.239,52.334,65.177,98.303,102.879,97.880,99.189,94.889,100.000,133.395,186.720,157.923,151.587,131.127
 "48475","Ward, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",733697,679268,794257,778524,965370,1159090,1340697,1877478,1338328,1686511,2366455,3094702,3456622,3202194,1724358,1456096,1897650,2946561,3295536,1841910,3838560,5328597
 "48477","Washington, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2040281,1980883,1887144,1682285,1608838,1538551,1531581,1512613,1517584,1608392,1685395,1622312,1718803,1814618,1712344,1556433,1516120,1723021,1877655,1943694,2172400,2258874
 "48477","Washington, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",134.573,130.655,124.472,110.960,106.116,101.480,101.020,99.769,100.097,106.086,111.165,107.004,113.369,119.688,112.943,102.659,100.000,113.647,123.846,128.202,143.287,148.990
 "48477","Washington, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1416411,1338831,1389824,1298897,1354148,1326876,1361715,1436129,1352486,1475389,1587162,1554779,1677766,1793906,1658732,1531588,1516120,1784904,1909735,1920191,2500732,3125280
 "48479","Webb, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",7094647,7254338,7145233,6897751,7143420,7206105,7114475,6784779,6857534,6962349,7694454,8221468,8843262,10136886,11259688,11140032,11313473,10859468,11389246,11017375,11380569,11679742
 "48479","Webb, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",62.710,64.121,63.157,60.969,63.141,63.695,62.885,59.971,60.614,61.540,68.011,72.670,78.166,89.600,99.525,98.467,100.000,95.987,100.670,97.383,100.593,103.237
 "48479","Webb, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",5357078,5295609,5984817,6234483,7268644,7558694,7772397,8278045,7138950,7760784,8961518,9392728,10450882,12029212,10688276,10301586,11313473,11655026,11697830,10645761,13473454,17010397
 "48481","Wharton, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2004366,1897694,1799818,1788501,1797836,1808959,1606623,1736668,1869225,1700670,1587564,1637451,1745941,1664009,1639648,1552353,1643944,1665750,1875933,1785250,1863270,1826651
 "48481","Wharton, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",121.924,115.435,109.482,108.793,109.361,110.038,97.730,105.640,113.704,103.451,96.570,99.605,106.204,101.221,99.739,94.429,100.000,101.326,114.112,108.596,113.341,111.114
 "48481","Wharton, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1336592,1196584,1323423,1441925,1631779,1681376,1591534,1941194,1619278,1633923,1641570,1674558,1848627,1770156,1596927,1498761,1643944,1711957,1950929,1855016,2130745,2345243
 "48483","Wheeler, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",303541,282076,269357,286830,411581,555079,690862,744571,886753,867642,974979,1071450,1100555,1052400,910956,743001,686552,585947,517522,473461,420330,324267
 "48483","Wheeler, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",44.212,41.086,39.233,41.778,59.949,80.850,100.628,108.451,129.160,126.377,142.011,156.062,160.302,153.288,132.686,108.222,100.000,85.346,75.380,68.962,61.223,47.231
 "48483","Wheeler, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",322206,264601,338793,422174,760165,1033780,1383375,2000861,1220203,1591870,2047326,1915551,2110044,1954977,833218,594698,686552,684568,491277,329953,527020,607700
 "48485","Wichita, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",5252838,5326525,5308845,5258408,5270244,5504074,5491492,5577013,5442693,5500875,5401587,5572585,5607291,5576375,5432802,5403545,5447178,5563315,5778132,5653023,5678465,5801591
 "48485","Wichita, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",96.432,97.785,97.460,96.535,96.752,101.045,100.814,102.384,99.918,100.986,99.163,102.302,102.939,102.372,99.736,99.199,100.000,102.132,106.076,103.779,104.246,106.506
 "48485","Wichita, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3880752,4007320,4117044,4199960,4375298,4714137,4830185,5071594,4860197,5024380,5046248,5255798,5404396,5463068,5281652,5306771,5447178,5708555,6010927,5984967,6315801,6929670
 "48487","Wilbarger, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",707960,733873,765972,782711,779615,807356,806393,805141,850695,929947,959802,769971,849860,768299,708884,726792,705424,782794,778044,716030,706050,757113
 "48487","Wilbarger, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",100.360,104.033,108.583,110.956,110.517,114.450,114.313,114.136,120.593,131.828,136.060,109.150,120.475,108.913,100.490,103.029,100.000,110.968,110.294,101.503,100.089,107.327
 "48487","Wilbarger, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",532545,550993,602307,635895,659257,708911,728665,768100,810179,899065,937742,751420,856433,795545,696180,708276,705424,805538,807469,747027,810434,949426
 "48489","Willacy, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",526946,496994,553716,608575,574896,509929,621542,550619,569275,622554,538571,396636,515818,438639,446407,402130,417744,480715,468261,445654,560728,540059
 "48489","Willacy, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",126.141,118.971,132.549,145.681,137.619,122.067,148.785,131.808,136.274,149.028,128.924,94.947,123.477,105.002,106.861,96.262,100.000,115.074,112.093,106.681,134.228,129.280
 "48489","Willacy, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",326598,286124,389186,484625,533185,480781,621649,656765,488353,607601,582221,417860,564345,479489,438973,387698,417744,490832,478196,454714,645262,689183
 "48491","Williamson, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",10309253,9935506,10746922,11323817,13022828,14144743,15620593,15808192,16197091,17361430,18283161,19197469,19184788,19256410,19696626,20166312,20846495,22203103,23971336,25581336,27428636,29305284
 "48491","Williamson, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",49.453,47.660,51.553,54.320,62.470,67.852,74.932,75.831,77.697,83.282,87.704,92.090,92.029,92.372,94.484,96.737,100.000,106.508,114.990,122.713,131.574,140.577
 "48491","Williamson, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",7612836,7419816,8095375,8784942,10426601,11744905,13322209,13719637,14527414,15575765,16656101,17885763,18125167,18433766,19186250,19895564,20846495,22591668,24967834,27228220,30275288,34577427
 "48493","Wilson, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",375881,430206,428346,430667,436296,435040,447447,476485,510977,532345,665315,884532,1070395,1022151,935102,909392,870174,957215,1094179,1038786,1049846,1092947
 "48493","Wilson, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",43.196,49.439,49.225,49.492,50.139,49.995,51.420,54.757,58.721,61.177,76.458,101.650,123.009,117.465,107.462,104.507,100.000,110.003,125.743,119.377,120.648,125.601
 "48493","Wilson, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",318211,371532,383297,400683,425392,440627,468771,519461,543767,577653,744742,959793,1205475,1152955,910684,872153,870174,992292,1128564,1050523,1188848,1428340
 "48495","Winkler, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",593053,667644,585398,526715,496267,590278,609816,549027,598153,489584,479076,563211,609179,629246,660673,645290,841104,1167142,1585536,1604449,1405712,1225985
 "48495","Winkler, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.509,79.377,69.599,62.622,59.002,70.179,72.502,65.275,71.115,58.207,56.958,66.961,72.426,74.812,78.548,76.719,100.000,138.763,188.506,190.755,167.127,145.759
 "48495","Winkler, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",437380,418969,540836,575567,718047,872041,953487,1123055,683267,710723,778337,815999,934630,948886,599781,529421,841104,1358765,1485016,1042098,1793185,2405785
 "48497","Wise, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2132613,2427021,2615909,2619553,2783954,3064194,3422716,3509147,3421283,3406897,3512548,3535190,3643989,4087702,3866503,3370865,2912295,2916988,3013732,2819382,3003769,3105224
 "48497","Wise, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.228,83.337,89.823,89.948,95.593,105.216,117.526,120.494,117.477,116.983,120.611,121.388,125.124,140.360,132.765,115.746,100.000,100.161,103.483,96.810,103.141,106.625
 "48497","Wise, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1420762,1503321,2041642,2305450,2991288,3389389,3946428,4819300,3359057,3792187,4149965,4009792,4278068,4839709,3735482,3152774,2912295,3063824,3083023,2751346,3448575,4214086
 "48499","Wood, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",945544,1071334,963847,959348,1092477,1143567,1032733,944957,1096708,1133608,1125562,1216718,1283592,1330704,1404490,1384337,1399531,1413157,1431142,1463372,1461700,1456214
 "48499","Wood, TX",6,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",67.561,76.549,68.869,68.548,78.060,81.711,73.791,67.520,78.363,80.999,80.424,86.938,91.716,95.082,100.354,98.914,100.000,100.974,102.259,104.562,104.442,104.050
 "48499","Wood, TX",6,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",755172,813439,858106,927204,1213623,1294050,1220343,1288688,1134106,1322445,1398739,1437765,1577538,1629468,1342147,1288541,1399531,1495221,1451362,1408591,1700346,2033423
 "48501","Yoakum, TX",6,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1453604,1884224,1638688,1697135,1244559,1497376,1568447,1473838,1820420,1615121,1602589,1905477,1756537,1532335,1618135,1755004,1657244,1679609,1903919,1706516,1437762,1316435
