GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "12005","Bay, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.246,78.243,82.014,89.642,95.556,98.239,99.380,98.665,94.874,94.664,92.231,91.882,93.064,95.459,98.506,100.531,100.000,102.159,103.180,104.525,113.234,116.718
 "12005","Bay, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",4337335,4750785,5097600,5736345,6330531,6763663,7040972,7101321,6990220,7009885,6912013,7000512,7219632,7576874,8000585,8278828,8391383,8777267,9067606,9368012,10631862,11683097
 "12007","Bradford, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",609489,625011,650422,679215,682858,685021,729611,707958,641986,645691,633171,597536,608941,603253,613759,619251,654602,662870,617665,651723,638836,652739
 "12007","Bradford, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",93.108,95.480,99.361,103.760,104.317,104.647,111.459,108.151,98.073,98.639,96.726,91.282,93.025,92.156,93.761,94.600,100.000,101.263,94.357,99.560,97.592,99.715
 "12007","Bradford, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",394337,415722,444202,486766,514221,540530,596241,599957,562657,573281,573311,552505,569728,573255,592235,604996,654602,679819,650285,708962,740138,820020
 "12009","Brevard, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",16261511,16913264,18186850,19794433,21203479,22053316,23449889,23671354,21978449,22104454,21112439,20777880,21000520,21478966,22463493,23027348,24133063,25244764,26348425,26587950,29191295,30082101
 "12009","Brevard, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",67.383,70.083,75.361,82.022,87.861,91.382,97.169,98.087,91.072,91.594,87.483,86.097,87.020,89.002,93.082,95.418,100.000,104.607,109.180,110.172,120.960,124.651
 "12009","Brevard, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",13541503,14278170,15443438,17068193,18631547,19757387,21222963,21341958,20090800,20128416,19375620,19377100,19858124,20626436,21977948,22759862,24133063,25627608,27289895,28150303,31789705,34625829
 "12011","Broward, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",74196739,77517633,82117012,87382581,93008956,95315936,96422462,92934094,87832348,90884357,89895801,90161425,91488536,94364607,98710123,101145721,104703408,107817123,111228607,109429320,119327415,124843480
 "12011","Broward, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.864,74.035,78.428,83.457,88.831,91.034,92.091,88.759,83.887,86.802,85.858,86.111,87.379,90.126,94.276,96.602,100.000,102.974,106.232,104.514,113.967,119.235
 "12011","Broward, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",54679491,58231790,62607160,68361203,74823531,79134236,82043599,80164036,77491576,80422206,80563519,82577236,85288384,89618816,95914556,99799959,104703408,109860494,116227368,116750092,131995767,146735076
 "12013","Calhoun, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",258401,250073,255311,249708,252521,253175,259908,259940,266855,281170,258105,244146,237019,238993,243351,243851,271085,268383,272338,280156,298154,298501
 "12013","Calhoun, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",95.321,92.249,94.181,92.114,93.152,93.393,95.877,95.889,98.440,103.720,95.212,90.063,87.434,88.162,89.769,89.954,100.000,99.003,100.462,103.346,109.986,110.114
 "12013","Calhoun, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",175760,173798,182649,186189,192977,199730,212629,216958,228175,242419,226111,219099,218022,224868,234857,239437,271085,275910,288144,305562,343056,381037
 "12015","Charlotte, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",3964650,4235410,4439312,4776583,5213292,5132665,5084596,4645851,4464626,4427671,4324423,4507830,4498989,4596455,4851323,5047243,5181236,5363641,5658676,5983852,6234758,6475991
 "12015","Charlotte, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.519,81.745,85.681,92.190,100.619,99.063,98.135,89.667,86.169,85.456,83.463,87.003,86.832,88.713,93.633,97.414,100.000,103.520,109.215,115.491,120.333,124.989
 "12015","Charlotte, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2772847,3046577,3258283,3611603,4069383,4154132,4257700,3959741,3868564,3863988,3846524,4101277,4177258,4346465,4689098,4962348,5181236,5468927,5921867,6447747,6978329,7714344
 "12017","Citrus, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",3758730,3868159,4018945,4283916,4469725,4804308,4973450,4758683,4475643,4232403,4087230,3984421,3974271,3845099,3795411,3881586,3704389,3890477,4147491,4208962,4459685,4615213
 "12017","Citrus, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",101.467,104.421,108.491,115.644,120.660,129.692,134.258,128.461,120.820,114.254,110.335,107.559,107.285,103.798,102.457,104.783,100.000,105.023,111.962,113.621,120.389,124.588
 "12017","Citrus, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2711193,2795249,2990561,3267902,3529173,3979545,4202229,4048990,4039075,3781814,3681391,3612487,3677269,3675330,3689536,3806087,3704389,3983181,4354309,4512626,5094022,5663913
 "12019","Clay, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",3246838,3497793,3713764,4008594,4286501,4444713,4651601,4605737,4403977,4305156,4299103,4310364,4458631,4672918,4872155,5130345,5191434,5408093,5504610,5477250,5843169,6039501
 "12019","Clay, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",62.542,67.376,71.536,77.216,82.569,85.616,89.601,88.718,84.832,82.928,82.811,83.028,85.884,90.012,93.850,98.823,100.000,104.173,106.033,105.506,112.554,116.336
 "12019","Clay, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2294863,2533870,2740338,3045279,3365162,3617956,3900383,3933427,3858559,3783773,3827014,3921973,4132195,4414607,4716060,5050752,5191434,5521191,5754581,5887828,6520311,7155717
 "12021","Collier, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",13482225,14304083,15115052,15883648,17337771,17546833,17432825,16331824,14881771,15103481,14846701,15057790,15625311,16451682,17498080,18596601,18972217,19603770,20295361,20239264,22806993,23677213
 "12021","Collier, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",71.063,75.395,79.669,83.721,91.385,92.487,91.886,86.083,78.440,79.608,78.255,79.368,82.359,86.715,92.230,98.020,100.000,103.329,106.974,106.678,120.213,124.799
 "12021","Collier, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",9321086,10137335,10947779,11894619,13413906,14104700,14542880,13844378,12796220,13061181,13069323,13560594,14366217,15438274,16827690,18246044,18972217,20048142,21312393,21811324,25500712,28083165
 "12023","Columbia, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1722335,1813995,1807030,1874991,1952472,2020460,2127547,2096315,2001366,2038778,1861075,1896136,1876508,2009556,2092167,2080289,2136953,2223072,2297452,2342595,2341993,2332181
 "12023","Columbia, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",80.598,84.887,84.561,87.741,91.367,94.549,99.560,98.098,93.655,95.406,87.090,88.731,87.812,94.038,97.904,97.348,100.000,104.030,107.511,109.623,109.595,109.136
 "12023","Columbia, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1187244,1269931,1306112,1406983,1530285,1642873,1782283,1779039,1709905,1787571,1690453,1765351,1776335,1933157,2039365,2033069,2136953,2312017,2406277,2448881,2672155,3005991
 "12027","DeSoto, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",735424,749838,766898,799978,896031,984268,951558,913037,939789,920412,861881,807302,830483,853748,876692,910497,932062,904266,965758,938427,940852,989688
 "12027","DeSoto, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.903,80.449,82.280,85.829,96.134,105.601,102.092,97.959,100.829,98.750,92.470,86.615,89.102,91.598,94.059,97.686,100.000,97.018,103.615,100.683,100.943,106.183
 "12027","DeSoto, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",519352,532850,564663,618643,694084,777240,803266,784675,803899,813387,809451,777922,828140,851888,862561,887781,932062,914976,995088,988722,1059348,1219007
 "12029","Dixie, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",221178,227182,220750,226453,245341,244200,250273,247785,249631,255888,261060,257109,258489,262439,267536,270458,280617,275155,270140,294032,280787,272996
 "12029","Dixie, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.818,80.958,78.666,80.698,87.429,87.023,89.186,88.300,88.958,91.188,93.030,91.622,92.114,93.522,95.338,96.380,100.000,98.053,96.266,104.780,100.061,97.284
 "12029","Dixie, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",156028,163992,163570,175827,194398,197284,204864,205614,211279,219039,226237,229039,239763,250045,258090,264404,280617,283345,283752,321660,333878,348948
 "12031","Duval, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",47882737,49157448,51618554,53974769,55986323,57720506,58350957,56051444,53415100,53311759,52887319,53343195,54956543,56108869,58335495,60177292,62868205,64655963,67313811,67932413,72733497,76660524
 "12031","Duval, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.164,78.191,82.106,85.854,89.053,91.812,92.815,89.157,84.964,84.799,84.124,84.849,87.415,89.248,92.790,95.720,100.000,102.844,107.071,108.055,115.692,121.938
 "12031","Duval, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",34606515,36330464,38945938,41855234,44749772,47739581,49550655,48334727,46934162,47241556,47463879,48814838,51165521,53335551,56665893,59335369,62868205,66041407,70222375,72223783,80384977,90080022
 "12033","Escambia, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",12932504,13058438,13390389,13873495,14229139,14536431,14762915,14350712,13761969,13954896,14003927,13855958,14231895,14292608,14806311,15225106,15781399,15717393,16016044,15938497,17083352,17254591
 "12033","Escambia, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.948,82.746,84.849,87.910,90.164,92.111,93.546,90.934,87.204,88.426,88.737,87.799,90.181,90.566,93.821,96.475,100.000,99.594,101.487,100.995,108.250,109.335
 "12033","Escambia, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",9083065,9411771,9884253,10541071,11159487,11810199,12342203,12216983,12044537,12301626,12521592,12614423,13186853,13531681,14326145,14968788,15781399,16095969,16779984,17068698,19026659,20484749
 "12035","Flagler, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1370992,1559731,1852194,1888518,1992470,2061307,2142414,2015230,1883748,1874725,1881271,2185470,2192535,2302546,2429064,2591658,2695378,2732786,2866294,2978154,3212415,3379603
 "12035","Flagler, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",50.865,57.867,68.717,70.065,73.922,76.476,79.485,74.766,69.888,69.553,69.796,81.082,81.344,85.426,90.120,96.152,100.000,101.388,106.341,110.491,119.182,125.385
 "12035","Flagler, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",972272,1133337,1372746,1442608,1567628,1679824,1800249,1721769,1638361,1638725,1668273,1977286,2019825,2165300,2343958,2546095,2695378,2791934,3002268,3199663,3579148,4007697
 "12037","Franklin, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",316627,335868,357746,400158,401442,368195,385006,362180,344104,359149,345083,345701,339451,336591,324499,332233,337899,346410,356694,355390,367050,385534
 "12037","Franklin, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",93.705,99.399,105.874,118.425,118.805,108.966,113.941,107.186,101.836,106.289,102.126,102.309,100.459,99.613,96.034,98.323,100.000,102.519,105.562,105.177,108.627,114.097
 "12037","Franklin, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",217061,236327,256410,294936,306606,291971,314566,302242,294632,309301,300409,308358,309786,314418,312535,327057,337899,354071,374639,386372,412601,456788
 "12039","Gadsden, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1122303,1199683,1242043,1270718,1309295,1283781,1377310,1358065,1355187,1334598,1394544,1262545,1148888,1139960,1143452,1184912,1225492,1220199,1239370,1311791,1231259,1221089
 "12039","Gadsden, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.580,97.894,101.351,103.690,106.838,104.756,112.388,110.818,110.583,108.903,113.795,103.024,93.749,93.021,93.306,96.689,100.000,99.568,101.132,107.042,100.471,99.641
 "12039","Gadsden, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",785510,851214,906059,968837,1025162,1041329,1150172,1157992,1182061,1181370,1271679,1171835,1085327,1096343,1110533,1156735,1225492,1247734,1297739,1415098,1432281,1541646
 "12041","Gilchrist, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",228596,211140,215761,245839,241512,236179,246612,240654,241350,266371,287216,299164,289724,334559,320580,324577,330710,343291,348400,402834,378142,360989
 "12041","Gilchrist, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",69.123,63.844,65.242,74.337,73.028,71.416,74.570,72.769,72.979,80.545,86.848,90.461,87.607,101.164,96.937,98.146,100.000,103.804,105.349,121.809,114.343,109.156
 "12041","Gilchrist, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",164807,155232,162468,191922,192853,195503,211194,210364,216832,243253,272898,290900,292231,337366,314971,314989,330710,348228,361245,428866,427457,441891
 "12043","Glades, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",203588,228453,235959,257343,234396,261569,283920,245367,246483,250208,223103,238832,232068,243064,265439,267232,277226,291236,318548,310787,297174,315403
 "12043","Glades, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",73.437,82.407,85.114,92.828,84.550,94.352,102.415,88.508,88.911,90.254,80.477,86.151,83.710,87.677,95.748,96.395,100.000,105.054,114.905,112.106,107.195,113.771
 "12043","Glades, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",142210,157056,172033,204996,178954,202652,246722,216751,207610,220684,215859,236533,240822,251008,263454,257830,277226,294082,326424,323153,335447,392291
 "12045","Gulf, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",330272,346905,370961,401056,414374,407033,408506,404542,367225,369483,354034,354684,370144,379908,401927,404124,387076,389414,400419,423598,453034,475457
 "12045","Gulf, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",85.325,89.622,95.837,103.612,107.052,105.156,105.536,104.512,94.871,95.455,91.464,91.632,95.626,98.148,103.837,104.404,100.000,100.604,103.447,109.435,117.040,122.833
 "12045","Gulf, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",231106,248299,271174,302107,321236,326559,336321,339058,316600,320338,310985,318439,340123,357351,387835,396794,387076,398169,419466,457275,508016,565402
 "12047","Hamilton, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",365750,356031,406798,458147,420792,406511,434798,459850,522969,348779,387503,404536,421172,354434,462243,431282,472185,530310,499562,492787,502456,534170
 "12047","Hamilton, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",77.459,75.401,86.152,97.027,89.116,86.092,92.082,97.388,110.755,73.865,82.066,85.673,89.197,75.063,97.895,91.338,100.000,112.310,105.798,104.363,106.411,113.127
 "12047","Hamilton, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",237542,235531,274162,314397,298403,297825,324637,360765,434323,290592,334186,360302,383416,331971,444164,421089,472185,541732,514573,514809,568353,652916
 "12049","Hardee, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",721018,899265,879312,912550,1007873,1054598,992879,1058494,1112794,1078762,1047526,1103946,972329,956667,986701,1079134,1037682,964031,956907,955355,945501,1005913
 "12049","Hardee, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",69.484,86.661,84.738,87.941,97.127,101.630,95.682,102.006,107.239,103.959,100.949,106.386,93.702,92.193,95.087,103.995,100.000,92.902,92.216,92.066,91.117,96.939
 "12049","Hardee, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",510781,632380,645891,711398,783072,845126,864013,941912,982641,984528,1025499,1085669,980311,974598,974414,1037783,1037682,983631,993943,1000709,1093606,1281468
 "12051","Hendry, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1280536,1433757,1321067,1228863,1314716,1568341,1594718,1439468,1490284,1319880,1184376,1151998,1187960,1116062,1170354,1228976,1192855,1253838,1284413,1338746,1306965,1339088
 "12051","Hendry, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",107.351,120.195,110.748,103.019,110.216,131.478,133.689,120.674,124.934,110.649,99.289,96.575,99.590,93.562,98.114,103.028,100.000,105.112,107.675,112.230,109.566,112.259
 "12051","Hendry, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",903365,996583,967721,961350,1001544,1200183,1362587,1251828,1216204,1147950,1149142,1144763,1239457,1157310,1168890,1191666,1192855,1259648,1307484,1383248,1494975,1707257
 "12053","Hernando, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2807265,3054297,3258341,3514031,3777564,3838917,3879881,3782444,3636073,3569079,3496969,3655146,3672007,3732026,3860165,3943150,4036623,4236734,4294368,4358989,4659852,4845571
 "12053","Hernando, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",69.545,75.665,80.719,87.054,93.582,95.102,96.117,93.703,90.077,88.417,86.631,90.550,90.967,92.454,95.629,97.684,100.000,104.957,106.385,107.986,115.439,120.040
 "12053","Hernando, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1966643,2194546,2389200,2657807,2961417,3126040,3253277,3230299,3190644,3138538,3110420,3321320,3394976,3515949,3734950,3885631,4036623,4320015,4487691,4699391,5208601,5754140
 "12055","Highlands, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1954935,2110005,2182828,2328939,2509477,2725396,2686760,2543090,2557297,2482314,2396657,2488367,2327142,2335224,2386876,2471050,2482118,2420183,2564490,2453455,2513431,2666455
 "12055","Highlands, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",78.761,85.008,87.942,93.829,101.102,109.801,108.245,102.456,103.029,100.008,96.557,100.252,93.756,94.082,96.163,99.554,100.000,97.505,103.319,98.845,101.262,107.427
 "12055","Highlands, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1385385,1521141,1612960,1786366,1954281,2181315,2270599,2188647,2201810,2181781,2194713,2331574,2241381,2271015,2328983,2419919,2482118,2461088,2664479,2619950,2828612,3214619
 "12057","Hillsborough, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",57078725,59713883,63297712,68528853,72449580,74179027,75059644,73493393,71122261,72455970,73174868,74671029,77068276,78206775,81942908,85215208,87528485,90751683,94479878,95989002,104157662,109736885
 "12057","Hillsborough, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",65.212,68.222,72.317,78.293,82.773,84.748,85.755,83.965,81.256,82.780,83.601,85.311,88.049,89.350,93.619,97.357,100.000,103.682,107.942,109.666,118.999,125.373
 "12057","Hillsborough, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",42283749,45098540,48703890,54076524,58708518,61970218,64255623,63786517,63035011,64614408,66128874,68840014,72181810,74660986,79816399,84024352,87528485,92663728,98389435,101760725,114635085,128480032
 "12059","Holmes, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",343012,344520,347162,366030,365346,358626,360766,343195,337448,341999,363303,343523,336883,345473,363240,349747,349936,345478,366503,354703,379532,404221
 "12059","Holmes, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",98.021,98.452,99.207,104.599,104.404,102.483,103.095,98.074,96.432,97.732,103.820,98.167,96.270,98.725,103.802,99.946,100.000,98.726,104.734,101.362,108.458,115.513
 "12059","Holmes, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",241182,246701,256210,280828,286981,291510,302146,293398,295944,301664,324999,314353,316156,329760,351270,342178,349936,353110,384230,385196,425759,481772
 "12061","Indian River, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",4281416,4580695,4904097,5247863,5669939,5696946,5889646,5563615,5209039,5046715,5106361,5216043,5311907,5522795,5936262,6432452,6355422,6668941,6828186,6937570,7895295,7901043
 "12061","Indian River, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",67.366,72.075,77.164,82.573,89.214,89.639,92.671,87.541,81.962,79.408,80.347,82.072,83.581,86.899,93.405,101.212,100.000,104.933,107.439,109.160,124.229,124.320
 "12061","Indian River, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3025319,3312885,3622477,3998035,4440121,4612972,4945696,4751996,4528770,4425318,4566878,4768401,4958000,5241703,5739183,6314896,6355422,6804884,7157822,7446664,8823672,9572794
 "12063","Jackson, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1156714,1238617,1327512,1362414,1425148,1453150,1469517,1443012,1294516,1363873,1400041,1217169,1241718,1216172,1227950,1288323,1312518,1322421,1345118,1321265,1330866,1303591
 "12063","Jackson, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",88.129,94.369,101.142,103.802,108.581,110.715,111.962,109.942,98.628,103.913,106.668,92.735,94.606,92.659,93.557,98.157,100.000,100.754,102.484,100.666,101.398,99.320
 "12063","Jackson, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",803256,878332,968248,1031492,1103122,1158049,1219950,1220964,1119996,1190431,1245447,1107077,1158035,1160582,1194866,1263924,1312518,1351818,1400870,1421924,1538687,1622360
 "12065","Jefferson, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",228570,237768,252432,265253,252407,252686,264093,256295,238619,247452,234768,259311,246186,272804,263884,259902,250290,241506,249572,247793,261044,260172
 "12065","Jefferson, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.322,94.997,100.856,105.978,100.846,100.957,105.515,102.399,95.337,98.866,93.798,103.604,98.360,108.995,105.431,103.840,100.000,96.490,99.713,99.002,104.296,103.948
 "12065","Jefferson, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",159332,169816,184732,200410,197660,206528,223168,220668,209865,220211,216570,244727,240463,268506,257423,253746,250290,246532,261129,266060,295502,318704
 "12067","Lafayette, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",141284,116838,129035,152890,139869,127729,180896,186587,168934,161420,146041,152125,153712,192005,195920,156831,150811,156469,131996,140450,143138,162799
 "12067","Lafayette, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",93.683,77.473,85.561,101.379,92.745,84.695,119.949,123.722,112.017,107.035,96.837,100.871,101.924,127.315,129.911,103.992,100.000,103.752,87.524,93.130,94.912,107.949
 "12067","Lafayette, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",110075,91371,104622,132401,119848,112781,173266,182332,159353,155792,150566,160835,169496,208505,197515,150854,150811,157667,135142,147905,164151,210859
 "12069","Lake, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",6189968,6503134,6969195,7646004,8288643,8815711,8920254,8653348,8126583,7925137,7889759,8150536,8290007,8547997,9163309,9326692,9661005,9929514,10161856,10460591,11333699,11869072
 "12069","Lake, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",64.072,67.313,72.137,79.143,85.795,91.250,92.333,89.570,84.117,82.032,81.666,84.365,85.809,88.479,94.848,96.540,100.000,102.779,105.184,108.276,117.314,122.855
 "12069","Lake, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",4336021,4666737,5108854,5791833,6475450,7135897,7458979,7368528,7076182,6929857,7014422,7410609,7682144,8076891,8858036,9172391,9661005,10131832,10636056,11280241,12741351,14234570
 "12071","Lee, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",18766789,20330567,22454444,25534982,27874663,29948499,30091017,27752844,25189572,24914093,24749142,25297777,25959728,27265713,28932150,31102740,31283529,32564768,33089321,33048241,35789303,37489983
 "12071","Lee, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",59.989,64.988,71.777,81.624,89.103,95.732,96.188,88.714,80.520,79.640,79.112,80.866,82.982,87.157,92.484,99.422,100.000,104.096,105.772,105.641,114.403,119.839
 "12071","Lee, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",13211073,14652118,16494470,19316899,21827962,24390249,25229559,23666662,22057285,21833899,21973168,22945832,24013869,25767481,28051165,30637043,31283529,33250829,34668086,35559878,39990209,44628553
 "12073","Leon, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",13076690,13434798,13697322,14222101,14217170,14195678,14660666,14493291,14053414,13972397,13857000,14063111,13815176,14035249,14119315,14488307,14927969,14998216,15296800,14920892,16018602,16867731
